scramble,orientation,step_0,step_1,step_2,total_moves
B R2 F2 R2 F' R2 U2 R L U2 B D2 L' D2 U' B R2 B' F' U2 L2 R D,x2,R' B2 U F L U' B' R' D,L' D2 L2 R F D R2 U' R' D' U L' R',L U B2 D U' L D' U B U' L',33
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,D L' B D2 U F2 L2 D R2,B' L2 B D F D2 U' L2 D' B' R' B' F,U2 R D R D R' D' R' U' B' U',33
F2 D2 F2 D2 R2 F2 B L' R' B R U F2 L F2 L' F L' R B D' B U2 R,x2,R F U' L' R2 F U' B',B' F2 L' B D B R2 F R2 B' D F2,L D' F2 D' U R2 D R U' B2 F2 D L2,33
L2 D L' F' B D' R2 F2 D2 R' L' D2 U' R2 L F' L U L D B,x2,D' F' R' D' U' F' L U',D' R2 F R B' R' D' R B R' F' D,F U2 R B R' B' U2 B F' D' B' D,32
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,D2 B' F U2 L U2 L2 B' R2,L D L2 B D R F2 R2 D2 B' L2 F L2,B2 L' D' B' D U' L U L B2,32
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,D' L D' R' B' D2 B2 L2,L2 U' R D' B2 L R D2 B' U L' B R2 U,D' R F2 L' B F2 D' B' L' R' D L D2,35
B' L2 B2 R' L' B D2 U B2 U2 F2 L2 D' R L2 B' D' B' D2 L' B F' D2 U' B',x2,U' R' B' D L' B' R' F D',D' R2 F D R U2 L' B D U' L2 U' R D2,D L' D' U B D' B' D U' L,33
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,F' D2 F D L2 D2,F' D L B R' B2 L' F' L2 U B L2 D2,D L' D2 U2 R D' R' D2 U2 L,29
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,R' B' L D2 F2 D B' D,D F R2 D' F L2 B R' B U2 R' B2 L2 R2 D2,D2 F' U2 R' D U' B D' U' F D2,34
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,R2 D2 R F' U B2 L' B' U',R2 U2 L B L D2 B2 L2 D L' U2 R2 F2 R2 D,B' L' U' L U L U R B' R' U' B,36
D B D F' L D' B2 R2 B D2 U2 R L' F2 L2 R D2 F' L B' R' D2 B' R2 L,x2,U R' F2 U' L2 D U L2 R,B' F L2 D B2 F2 R B' D' R' D F D,L D L' U2 B2 D U' L2 D2 B U' L',34
U F' B' L' D' F R' L' D R' F U D2 B L' U L B D F L,x2,B2 L2 R' B2 U' B' R D' R,L D' F' U' L' B' R B L F U2 B2 U' L,D' L' B L2 B2 L2 B' D L F L2 F',35
L2 F U D2 R L2 U B2 R2 D' L' F2 D' L' U2 D2 R' L F' B',x2,L B2 D' L D' R2 D' L2 D2,F2 U' L2 F2 R B' L2 F L2 R D' B2 D R2,D' R2 F' U' B' U B U F R B' R D,36
U F R2 B F2 U2 F' U L B U' D2 F' R2 B' U' F R2 F' U2 L' B',x2,R' F L' B' R' F2 D2 B U',R B2 D2 R' B L F2 D2 R U' F2 U' R2 D,U' B2 R' U2 F R2 D B2 R D2 F' R2,35
F' U D2 B2 D' R2 L2 U F R' L F2 B' D2 L D' B' R2 D F2,x2,B2 R' B' U L' U2 R B' L' R2,U2 L F2 U' R D2 B' U R B' F' R2 D2 F',L2 B L U' L' D' U B D L' B' L2,36
U B' U2 L D R2 B' D F' R' B' L B' L2 U2 F D L2 F U F' D' R2,x2,D2 L F' U' L' F' R2 D' B' D',B2 U' F' L B' F2 D' B F L2 R U2 L B2,B D B' F L' U B2 L B L' U' L2 F' D',38
R U2 F2 D F R2 F B' R D F D2 F2 L U2 D' F2 U2 B F' D U F B2 R',x2,D' B L F' L R B' U' R',F2 R' F' U2 L D F2 D' R F2 D' B2 R2 D2,L' B' L B F' R B D2 B' R' F D L2 D',37
D R' D2 U2 B U F U D2 L F2 U2 F2 L R2 D L D F' L2 U2,x2,B' R' B' U2 L' R F' U,L' U R F2 R' U2 F' L B D L' U' B2 U2 F,B2 L B L' B' D2 R' B' R B D2 B2,35
D B' L' F L2 D' F2 B' D B' D' F R' B F D2 L U F2 D',x2,R' F D' L U2 R D2 L',D B2 U2 B2 F L' F L F' R D F' U' B' U,L2 B L D' B D U' L' U L' B' L2,35
F' L R2 B D2 U L R' B2 L' F' D2 F' U L' B2 U' L D' B F' D2 B D' B',x2,B2 L F U' B R2 F2 L,R2 B U' F U2 R2 U2 R' B L' B2 R2 F' D R2,R D' U L' D L R' B' R D U' R',35
