scramble,orientation,step_0,step_1,step_2,total_moves
R' D U' R2 D U R L B2 R' B F' U F' R' B' R2 U' B2 D U',x2,R F' R' B L D B' L' U',B' U2 F' L D L F' U' B2 D2 B2 R2 D' L2 B2,F' L2 D2 R2 B' D2 L2 U2,32
B' L2 B R' L' U2 F' D F B R2 B2 D U L R' F2 R B2 U,x2,L2 R' D2 F2 L D' B' F' U F',F' L F2 U' B2 L F2 L' U F' L' B2 U2 B2 U',U' R B F' U2 B' F R U,34
F B2 D B L F' B' L' U' D' R' F2 R2 U2 R2 D' R F2 R' U,x2,L B R D B2 D2 B' D' B' L,D2 R U R2 F U' L' F' D2 B' L B' R' U2 R2,B' L' D' U B R B' D U' L,35
U R' U2 B2 L2 U' F L R' F' B2 D' B F R' D' L2 B' U' F' D F2,x2,R' B L U2 R D2 B R2 B2 U' F2,D B F D R2 U2 F' D' L2 D' L2 D' B' F2 D U2,U2 L2 D2 B R2 D2 L2 F,35
L2 R2 F' U R' L2 D R2 F' R2 F2 D' B' U D F2 B' U R B' D2 F',x2,U' B2 D2 B2 R U F U B D,D U2 R2 B2 L' B' L2 B2 D' U R' B F D' F U,B' L' D' U B R B' D U' L,36
F' B L' B D' L' D B2 D R' L' B' D R2 U2 D2 F2 B D' R' L' D F',x2,R2 U B2 U2 R B2 F' R B' R2,L' B2 R U2 L' B' L U' L' B L2 D2 L2 D2 R',U' R' B F' U2 B' F R' U,34
B' D B' F' U' D' R' U' R' D B' U2 R L' D2 R D' L R2 F2 B R,x2,U B U' F2 R2 U F D L',U' F2 R' D R F2 U2 L' D' U B R' U' B' D U',R' U R D B2 U' B' U' B U2 B2 D' U',38
L U' B2 D R' U L D2 F' L2 B2 L U' B2 D2 B' L' D2 B' D2 U2 R B2,x2,F2 L' R B2 F' R2 D2 B' R2 U' B',U R' B2 R D2 L' D B' L2 D2 U' R2 D' B2 F2 U',L' D' U B R' B' D U' L B,37
L2 B' L2 U2 F B2 U B F D' U2 L R2 B2 F D' B F L' D' L D,x2,D F' U L2 B' R' B' F U2 F2,B' U' L' D L F D2 R' D' U F R U R' D2 L',,26
F D' F D' R2 F2 U' L' U' L2 D2 B U2 F D' U R2 L' D R' B U,x2,F2 D' F' U' F2 D U2 L U2 L2,D F D' L2 D L' D' B' L2 U2 F2 R2 F' R2 U2 F',U R U' L' R' B2 R2 B R' B' R' B2 L,39
