scramble,orientation,step_0,step_1,step_2,step_3,total_moves
D U B' U B2 L2 F R2 L D' B' D R2 L B D2 U2 F D2 B2 U2 B2,x2,D2 B2 F' U2 B' U L2,R2 F' D' B2 R B2 D F D L D' R2,U B2 L2 U' L U B L B' L B2 U',B2 R2 B' D2 F' R2 F2 D2 F' R2 B' D2,43
U' B' R B R' U F2 L D R' D' R2 L U2 L2 U' F2 D R2 D L' D',x2,R' B2 D' U' L' R2,F D B2 R' D F' D L' F D R B2,F2 D U' L' R2 D2 U2 R' D U' B2,L' D' L' U L' U B2 U' B2 L U' L2 D,42
U' R' U' L2 F' L' U2 R' D' R' L F2 U' L R' U' L D R' F R2,x2,B' R2 F2 L' D' R,U' B F' R U' F U2 F2 U2 R' B' U,L' R' U R2 B2 R2 U L R U2,U' F2 U F2 L2 D2 B D' F2 D B' D2 F2 L2,42
D' U B L' B2 F R2 F' R B2 F2 L' F' L D' U B' D F B' L2 U L B,x2,F' R' B2 D' R2 B' U F2 L',L' D R2 B2 F' R' D R' B' D F,L' U R' B2 R U' L F' L2 D2 L2 F,R U L' U2 R' D R U R' D' U L U',45
R2 L2 B U' D L D2 U' B F' U2 D B' D L D' L2 R2 D U,x2,L2 R D' B2 R' U' L,F L' U L R2 F2 R2 U' F2 R2 U' F,B' D U' L2 D' U B',,26
R D' L2 B L U2 D F B U2 D' F' D2 F2 R L2 U' L D' F',x2,R F R2 U L2 D' L R2,D L B L' D2 L' F L F' R' D R,B2 D2 R2 U2 F U2 R2 D2 B',R2 B D2 B' R B R' D2 R B' R,40
D' F B R2 B L2 F2 U R B R L2 U L F L' U D2 L' B F',x2,B' L D' L2 R2 B2 D' B,B' F2 L2 B' F' D B L2 R' B R F',R' U' B' D U' L U L D' U B' R,L D2 B D2 R2 F D2 F' D2 B' L' B R2 B',46
F' U' R2 F D' R' L2 F' B' D' U2 R2 D F2 U B' D' F2 D' B D',x2,R2 B' U F' L' R B' R' U2,L D2 B' U B' R' U' F D B F' D2,L U' L2 B2 L2 B2 L B' L B U B2 L',B' U2 B D' B' U2 B D,42
D B' U D L R2 D' U R2 B R2 D U' B L' R2 D' L' U2 F' R D' B F,x2,L' U F' L2 D F2 L' F',B2 F2 L' U L B D2 L D2 R B U' F2,D2 R2 B R2 U2 F' D2 F2 U2 B,F D F' D' R2 D' B' D R2 U2 L2 F' L2 U2,45
R2 U2 D2 B2 F2 U F D' F' U D' L' D' R2 U2 B2 D R' F' D' B',x2,U2 R2 D' B' R2 D2 U2,F2 R2 D B2 U L B F2 D' L2 F2 D' B,D2 L R D R2 B2 R2 D L' R',F D' B' L2 U B2 D' B2 U' B D' F' D',43
