scramble,orientation,step_0,step_1,step_2,step_3,total_moves
L' R' U' B R B' L U L' R F R F L B U' L D2 R2 F' L2 R2,x2,L' U R D2 L2 F' D' B,R2 F R' B D2 F' R2 U' B2 D,U B2 F' L D2 L' B F R2 F' R F R B,R D R B R U R2 U' B' D2 F D F',45
B' R2 L B' L' B' D2 U2 F2 B2 U2 D' R2 L U2 F' L' R U' F B',x2,F2 U2 R2 F' L',F2 U R F' L' U2 B' R U' L F2,U' B' F R U' F' D2 U2 L' B L D2 U' B,R F2 L D' B2 U' B' U B' D L' F R' F,44
L2 R D' L2 D U B' R F L2 U F' U2 R' U' D2 F2 L' B2 R,x2,D' B' D2 F2 D B L B',F U2 F L D' F' L R' D2 B L2,U' F U F R' F R U2 L' U L U F,L2 U R' U' R2 B2 L' D' L B2 L2 R',44
D U R B D' U' L2 F' L F' B' D' F' B2 U R U L2 R' B D R' L2,x2,U2 B F L' R' D R U2,F D F2 L2 U2 R U' B L2 R F',U' L F' L' F2 R U' R' U' F' U2 L' U L,F2 L2 B2 D' R2 B2 L2 U',41
R B' D2 L2 B U' D' L2 B F2 L2 R U2 L' D2 B R D F' D,x2,D' L2 R D2 U' B' U',F D' R' D' R2 D F2 R2 F D2,U2 R D2 L' B' L' B L B2 L D2 R',R B R2 F' U R2 F R2 F' R' U' F R2 B',43
F2 U2 F R2 U' F D U' F D2 L2 R U D2 R' B2 U' F2 R D2 R' D2 U,x2,F L2 D2 B U R D,L R' D2 B' D B L',U R U F2 D U2 R2 D' F R U' R2 U',R2 F' R F D R2 U R' D' R U',38
L R2 B U F' B R B F' D L2 B D U R2 U' L' D' R U2 F2 R D' L' U2,x2,D' R' D2 U2 B L2 B',U2 L2 D' R' D B L2 U' F',F' U' L F2 L' U F U2 L' U2 L,F D2 F U' B U F2 R2 U' B2 D B U,40
R2 B F R2 F' R2 D2 U' B R2 D2 F' B2 D2 F' D' R2 D2 R2 L D' L',x2,U2 B2 L2 F' L2 D2,D' R2 B' D B L2 U F D U2 B,R U L' U L R' U2 F' U F U2 F2,R D R B R U R2 U' B' D2 F D F',42
F2 B2 D2 F2 U' D R' D' L' R' F2 L' F' R' D' R L U' D' F L2 U B',x2,U' B R2 B2 D' L' R' B2,U2 L2 B' F' R2 F L2 U' F U' R',U2 F U R2 B F' U2 B' R' F' R U',B U' B' D2 B2 U' B L B' L' B' U2 B' D2,45
F2 U D B' D U R L2 D' B2 D' F' U2 L' U2 R F' L F2 B2 U' F',x2,D2 B' U R U2 B2 U2,D F R B' D2 B F' R' D' F,B U2 R' F' R' D B' D' R2 U F U2 B',F' D B R2 U' R2 U R' B' R' D' R2 F R',44
