scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
U R' U2 B2 L2 U' F L R' F' B2 D' B F R' D' L2 B' U' F' D F2,x2,D2 B L D2 B D' R2 F2,R2 F' R2 F' L D2 F2 D2 F2,F L' D' L' D F L F2,B' L B L' R B D2 B' D2 R',U2 L U2 B2 F2 R B2 R' D2 R D2 F2,47
R' D U' R2 D U R L B2 R' B F' U F' R' B' R2 U' B2 D U',x2,D' U2 F' U R D F2,R B R' F2 D' B' R' D F2,F R D' L D R' F',D L' B D R' D' R B' L D',B D F' D' U L2 F2 U' B2 D R2 F' D' B,47
B' L2 B R' L' U2 F' D F B R2 B2 D U L R' F2 R B2 U,x2,D2 L F' D' U B' U2,D L' D' B2 L2 B2 L,F' L F' L F L2 F' L2 F2,D' R' B D R D' R' D' B' R D,R B2 D2 B D2 B' L' D2 L B R' B,46
L2 R2 F' U R' L2 D R2 F' R2 F2 D' B' U D F2 B' U R B' D2 F',x2,D F' R' F U B,U L' U R U B2 R' B2 U,F2 R' U' F U F' R F2,F' R' F R2 D2 U' B D2 U R',R2 D R2 B2 R B2 R' U' B2 U R D' R',46
B' D B' F' U' D' R' U' R' D B' U2 R L' D2 R D' L R2 F2 B R,x2,R' U R U2 R' D' F,L2 B' D' L2 D' B D2 L',U2 B R' D2 F' R B' F U2,D' B U F R D' R' F' U' B' D,B' D' B U R2 U' B' R2 B R2 B2 D B2,48
L U' B2 D R' U L D2 F' L2 B2 L U' B2 D2 B' L' D2 B' D2 U2 R B2,x2,D' U2 F' R,U2 R' D2 B D R' B' R U2 L,F2 U' F U F,D' R2 B R' U2 F' L2 F U2 R' D,F D' F2 R' F R U2 F2 L F' L' D F' U2,44
L2 B' L2 U2 F B2 U B F D' U2 L R2 B2 F D' B F L' D' L D,x2,B2 D' U' B R U2 B',L' U B R' D U2 L2 U2 R U',F' L R2 U L' U' R2 F' L' F2,D2 R' D2 R B F' R F R' B',U2 B D' B' U2 B D2 F D' B D F' D' B2,51
F B2 D B L F' B' L' U' D' R' F2 R2 U2 R2 D' R F2 R' U,x2,B2 R2 D2 R' B' D F,D2 U R F' D' R' F D' U',D2 L' D2 L2 D2 L' D2 L',D2 F' R F R' D F D F' D,R B L2 B L2 F L' F2 D2 F2 L B F' R' B,49
F' B L' B D' L' D B2 D R' L' B' D R2 U2 D2 F2 B D' R' L' D F',x2,R2 U' F' L U R',U' R' U' R' B' D' R2 U2 F2 L,R' F' R2 B U2 B' R' F,D' R' D R F2 U L' U' F2 D,B U' B2 D U2 B2 U' F' U2 L2 F D' B' R2 U2,49
F D' F D' R2 F2 U' L' U' L2 D2 B U2 F D' U R2 L' D R' B U,x2,B2 D' R' U2 B R2 U2 B,R2 B2 U' L U' F' U2 R2 B2,U2 B R' D2 F' R B' F U2,D' R F' U' R B' U R' F R',U2 L' U L U2 R2 D2 L' U L' U' L2 D2 R2 U',51
