scramble,orientation,step_0,step_1,step_2,total_moves
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,L2 D U2 R U2 F' R' F2 U2 R,L' F D R' U R' U2 R2 D' F' L,U F2 D F L D F' D' L' U' R2 F D',34
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,L2 R F D R2 D L2 F2 R' B',F2 R B2 R' F D' L U2 L' D F,B L2 F2 R U' L' U L R' F2 L2 B',33
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,B L D F R D U2 L U2 B',L2 F2 L2 D F D2 B' F' D F D F,R U2 L B' U2 F R' F' U2 B2 L' B' U2 R',36
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,R D U2 F2 L2 R' U F2 L2 F,L B R B2 D' B2 R' B R D R' B2 L',U2 L2 F' D F D2 B D' B' D' U' F D' U',37
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,D L' U F2 U' B' L B' F',L2 R' B' L' D' R B' D B2 L' F D F',R' D' R' D2 B' D2 R' D R B2 R2 B',34
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,F2 R' F R F U' R F2 U',F2 R' F L' F U2 R U L D2 R2 F' D2,F' U2 R2 U2 R U2 B' R B U2 F R',34
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,D2 F R F L2 B U2 F2 D',L F' U' R U F R' D2 B D L' R,R2 B2 U2 F2 L' F' L2 F' U2 B2 R' F' R' F,35
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,R U2 L D2 F2 D L2 F R' B' U',F' L2 D2 B' F R2 F' L2 F U2 R2,R U' B' R D2 R D R2 D R' D2 R2 D2 B U,37
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,B' D2 R F2 D B' R' U' B2 F2,F' U' R U L B L U' R B2 L2 D' R2 F',D' R F' R2 F' R B R' U2 B U2 B2 F2 R' D,39
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,F U2 L B' R D F2 L' R2 B2,B' F' D2 F L U B' D U' L' B D',F D F U2 F2 R2 F D' F2 U' F' U' F U' F,37
