scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,L2 R U2 F2 U,D' R2 F R F D F2 D,R' B2 F' U B' F R' B' R,U R F' U F D F' D2 U' F R' U',L2 D B D L D2 L' F' D2 B' F L D',47
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,L' F L2 D L U,L' R2 F L R2 B2 L B2,U2 R' U' F U R U2,R2 U' L2 B' L U' F' U L2 B L' U R2,L' B D2 U2 F' R F D2 U2 B',44
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,D' L B' F' D2 B',D F D F' R F' D2,R2 U' B2 L2 F' D' U L B2,B2 U' L D' B' D B' L2 B2 D L2 D' U B',D' R D' F R2 U L' U B L U2 R D2,49
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,L B2 D U F2,R2 F2 R F' U2 R U2,R' B F' U R D2 B' F L2 D',U' L D R D2 L' F D F' R' D U,F' R2 U2 L2 B' L2 U2 R2,42
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,L' B D2 U R B,R2 F' R2 B2 L' B2,D B U2 F U B' R2 D' F2,U' L2 D' L2 B2 D' B' U R2 B' D2 U2 F' U2,F' R' F L2 D F2 L F' D' F' D' L2 R,48
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,D' U B' L B' D2 L2,D' R' U' R' U R' D,R F' D F' R' F2 R',D2 U' B2 F' D2 B' R' D2 R' F' R2 B2 F2 U,L D L' D2 L2 D U B D' B' U' L2 D,48
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,U2 R F2,R F2 L2 D' L' R' D2 L',B' U2 B2 D2 F' U' F' D2 B L B2,D2 R' U2 R' D' U2 L F2 L' F2 D R2 D2,L' D' F L U L2 U' F' L' D L2 D2 L',48
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,F2 U2 F' D L2,R' F' U' B2 D2 B2 R U,F D' B2 L F2 U' B2 R2 F,D R' U2 F L F' U2 B2 R B2 R D R' D2,L' D' B' F L2 B F' D' L,45
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,F' L2 U2 L' D2 U',D' U' R U R' D,D2 R2 F2 D2 B2 U2 B2,D' F L R2 F R' D F' L' F' D F R' F',L R' F D R2 U2 B' L R B2 R2 U' F U',47
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,L2 F D' L F2 U2 R2,B2 L2 B' U2 B U' B2,D B U R U2 R' B' R' D' F2,D' U R D R D2 B F' R2 B' D2 R' F R' U',D2 B D2 U2 F' D2 R' F D2 U2 B' L,51
