scramble,orientation,step_0,step_1,step_2,total_moves
R' D' U2 B2 U2 B' L B' L2 F2 R2 D2 B' F2 L2 F' L D R F',x2,L2 U2 B' D B F,R2 B U2 R D' L' R F D' L,B D F L' B F2 D B2 D' F L' D' L D2,30
B2 F2 U F2 L D' U F L2 B' F R U L F2 U B2 L D2 L' R' B2 F D,x2,U' R2 D2 L' B2 F' U',F2 U B L D' B' F2 R2 B D R2,B' U2 R U F' D2 F2 D' F D F2 U B' L2 B2,33
L U' L2 D' U L D' L' U2 L U2 L' B2 R' F U2 D F' L2 U2 R L D' U' R,x2,D2 F' U' L' F,D L' B' D F R2 F R2 D' B F L,L B D' U F D' U' R' D' F' R F D2 B' L',32
B2 L2 D2 F2 U' L2 U2 L' F' R' U L B2 U' F R U' B2 U2 D B',x2,L' U B F R D' B2,D2 R2 B2 R2 F R2 B R2 D F' D2,F' R' D2 U' B' R2 B2 F' R2 U L F U2 B' F,33
L2 R D U' B R U B2 F2 D2 F2 U' R L2 D' B D2 L' U R2,x2,F' L2 B2 L' D2 F U2,F2 U L D2 L D' U' F R F R',L2 R2 B L' B' R2 B2 D2 B2 U2 F' U L' U L',33
B2 D' B' D2 B' U' B2 F L' F2 R' F' B2 L' F2 R2 F' D2 U' L U' F2 R,x2,D2 F U' L' D2 L2 B,L' F2 U' L U2 L D U2 L' U F' L,D2 B' L2 D L2 U2 F D F' R2 D2 R D' U2 B D',35
U2 L B2 U' F' D' U R2 D R2 L F2 R' F L' B' U F' U L F2 R' L B2 R,x2,F' D U' L' R' U',R U R' D R' D2 U B2 D2 U' R,L' D' F' L2 F' R2 U2 R' F' R U2 L2 R2 D F L,33
R D2 R U L U' D2 L R' F2 U' F2 B' R' D2 F' D R F2 B2 U F',x2,F' L' R2 D L' R' U2,F R2 U2 R D' L B L2 R F L' F',F D2 B' L B2 D B' D' L' R2 U2 L B' R2 D2 F2,35
U2 B' F2 D' L R2 B' D U2 F2 U' D2 L' R F2 R2 U' F L B U' F' R2,x2,L' R' F R' U' L F',D' R F2 U' L U' F L2 R' F2 L F' D2,D' B R F2 R U2 F2 R2 D' L2 U R' B U' B2 L',36
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,F U2 L D2 L2 F R',U' F D' L2 D2 F L D2 L2 U F2,L2 R U F2 R2 U' F2 U R B2 R2 F2 R B2,32
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,F' R U L2 B2 L2,F R' D B2 D2 R' B' L2 R2 F',D2 R2 D' B' F D F' R' B F' R U F R D2,31
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,U2 L D R U2 B2 U,D2 U L2 F L2 F' U' F' D2 F2 D,D2 F D' F U F2 R' B2 F2 U L' F2 D B2 R',33
B2 D2 B' U F B' D2 R2 U' D2 R' F' U' L2 R B' L2 B2 D F U' F D' B' F2,x2,B' F' L U B' L' B2,F2 L U' B2 D2 B2 R2 D L R2 F2,L2 B' U' F D2 U' R D' F' R F2 D' F2 U2 B,33
F2 R' U D2 R B F2 L' B2 F2 D' B2 F' U2 L F2 D2 B2 R2 L B2 L2 U2,x2,U2 B' L2 R F' R2 U',D2 L2 R' D' L R F D' L2 F L' D',B L' B U F2 D F' U L2 D2 L' F2 U2 R D2 L,35
R2 F U L R2 F D U2 F2 U' F2 R2 L B2 D2 F B D' R F2 R2 L2 B U',x2,B2 L F L2 D' R B,R U R U2 B D2 L' B2 L D2 R2,D F' U' B2 U B' R B U B2 U R2 U R2 F D',34
L R B2 L2 R D F' L' D2 L2 F R' L' F' R B' U2 D L2 U' R2 B2 D,x2,L U2 F' R' U2 B' U B2,F D F2 L D2 R2 B L' R2 D2 F2 D,D F R' B' L U' B' U L2 R U B2 D U' B F',36
F2 U' F' D F2 R2 F L' R' F2 R B R D2 U' R2 L B2 L' F L' B2,x2,L' U R F2 D' B' R',D B2 L2 D F' R2 B' U2 F' U R2,D2 B' U' F' R' F' D2 R' U2 L2 B D2 L U' L2 B,34
