scramble,orientation,step_0,step_1,step_2,total_moves
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,B U2 B2 U2 B L' U' F' R,D' F2 R2 B2 R' B R' F2 L2 F U F' D,F' D' F' D U2 B' D' F D B F' U2 F2,35
F2 D2 F2 D2 R2 F2 B L' R' B R U F2 L F2 L' F L' R B D' B U2 R,x2,D2 L' U F2 D2 U2 F R' B L2,L2 U' L' U F L U F U2 F2 L',F L2 F' R F L2 F' R',29
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,R2 F' D2 F' U' B' R' D2 R,F U2 B L B F2 D2 R2 F D B' L2 D B',U2 B2 U2 B D2 B' U2 B D2 B U2,34
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,L' U2 L2 D' U' L F2 U' F D2,B L' B' F U B U2 B L B' L2 U2 B' F',B2 D F' U2 F D2 F' D U2 B2 D' F D,37
B R2 F2 R2 F' R2 U2 R L U2 B D2 L' D2 U' B R2 B' F' U2 L2 R D,x2,D2 L2 U2 B R B2 L2 U' F D' R',F' R2 B2 L2 B D' B' L B' L' B' R2 F U,L2 U2 R F' R' U2 R' B' R B L2 D2 B' D2,39
L2 D L' F' B D' R2 F2 D2 R' L' D2 U' R2 L F' L U L D B,x2,F2 R B2 U2 R' D2 U R2 B2 R2,L' D' B2 L B2 D L B F L U2 B' F',F2 L F R2 F' L' F R2 F,32
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,U2 R D R' F' D2 B2 F' U2 L',B' L B D' L F' D R B R' F L' D,L' B D' F2 D B' D' F2 D L,33
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,U2 B2 L2 B' U2 R F2 D L2 F,L2 F2 U F2 L U' L2 U F U' L' F',L' D R' U2 L B2 D2 L' U2 R F2 D L,35
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,L2 U2 B2 F2 L R2 D L2 B D' F,B F' L2 R' D' U' F2 D F U R B' F U2,D2 B D2 B' D2 L B R' B R B L' B,38
B' L2 B2 R' L' B D2 U B2 U2 F2 L2 D' R L2 B' D' B' D2 L' B F' D2 U' B',x2,B' F2 L R2 B2 D U B' R B2,B L F2 U B' F' U' B L' F' L' B L2 B2,R2 U2 L2 B R' F' R' F D2 L2 R U2 R' F,38
R L2 F2 D L R F' D2 L' U2 L' U' B L' R F D' L2 D L F2,x2,R B D2 L B D' F' D2 L' U2,B2 D2 L' D' B2 F2 R' U2 R' U' R F2,F D2 L' B2 U2 R F2 R' U2 B2 L F',34
F D' R2 D L D2 U2 R' F' R2 U' F2 L2 B D R' U2 F' D R' F' U,x2,L' R' F2 U' L2 F' R D2 F2,U' R B F L2 U' F2 L' F L U B' R' U,R' B' R B' F' L' B R' B' L B2 R F,36
L2 R' D' L' B' D R' U' R' D' R D F R L2 D' R2 D' U' R' F2,x2,F2 U2 L2 B2 F' R D' U L',B U' L2 U2 B' U' B F L2 U L B' F',B2 U' F U B2 L' U' R2 U L U' R2 F' U,36
R' L B' R' F' U R2 L2 B2 R' B D B2 D F' B2 L' D U R' L,x2,U2 B' D L2 R2 B2 L D' U' L,U2 B F U F U2 F2 R' F2 R U B' U2,B2 U' F2 U B2 U2 B U F U' B' U F U,37
B' U' L2 R B2 L2 U' B F' R F R D R2 L' D2 B' D' R2 L2 F',x2,L' B' F2 U B R U2 B' R' U2,B R' D' F2 L' F2 D L' R F L' B' F',U2 F2 R2 U' B D' F' U2 L2 F' D B' U,36
R' F' D2 L D' B2 F2 U D' F B D R2 U F' D R D2 L' R2 U2 D L',x2,R D B2 U' R2 B2 F' U B',F L' U' L U' F2 L2 B2 D F2 R2 F' D' B2,R F L2 B L' F' L B' L' R' F L' F',36
L R' F D' F' R' D' L' F D U F' U2 L2 D' F U' F' D2 U R' D' R2,x2,F D B L2 U2 R U' B R,B L' B2 F' R D R' D' R2 B' D B2 F,R F2 R B' R' F2 R B R2,31
L2 B L' U2 B' D L D' U' R' U2 F L2 R2 D2 B2 R D F L2 F' L',x2,U' B D F R' F L2 D' R2 B2,D2 F' L D L D' L' B2 D B2 F L' D2,F2 U' F' D2 F U F' D2 F',32
U F B D' U2 B L' B U L' B' R U2 B U' B2 U2 D2 F2 R' D2 U2 B,x2,D2 B2 L2 R F' U2 R' B2 L,R2 D' L R2 B' U' L2 B2 D' B' L2 D U L',B' L D2 L' B L B' D2 B L',33
B' F' L U R F' B D B R D2 B' L D B D2 F' D' L2 R B U L R2,x2,L B' F' R' B' F D' L F' U' R2,F L U L U' F2 L2 F' U' B F L' B' L2 F,U' F U B2 U' F' U B2,34
