scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B' R2 L B' L' B' D2 U2 F2 B2 U2 D' R2 L U2 F' L' R U' F B',x2,R B2 U',U2 R U L' U B R B R2,R U' L' F' R' D R U L R',B' D L R' B2 L' R D B,F2 U2 B2 L' B2 U2 F2 R',39
F2 U2 F R2 U' F D U' F D2 L2 R U D2 R' B2 U' F2 R D2 R' D2 U,x2,D2 R U' B2,R' F R' D2 L' R D' F R,B F L R' B U2 R B F' D',B' U' L2 R D2 R' F' D2 F L2 U,D' R D' R2 B' R D L B L2 F L' F' L2,48
L R2 B U F' B R B F' D L2 B D U R2 U' L' D' R U2 F2 R D' L' U2,x2,D F',D B' U2 L2 U2 L' B,R2 U2 B2 U2 B L D F' D' B U2 R2,U F' D' R B R' B' D' R' D2 F U',D2 B2 D2 B2 D B' R' U' B2 U B R D,46
R2 B F R2 F' R2 D2 U' B R2 D2 F' B2 D2 F' D' R2 D2 R2 L D' L',x2,U B2 D2,B' F' U2 F2 U B F',D2 U L F L F2 R' B2 F L' U',R B2 D' B2 R2 D' B' L' B' D B L B' R,U2 F' L F L U' F2 R F2 U2 L' B U B',49
L' R' U' B R B' L U L' R F R F L B U' L D2 R2 F' L2 R2,x2,F2 U2 L2 F,U' L' U F2 L U F2 L',F2 R2 U B L D2 U L2 R B2 D U2,L' D F R D' F' R' B' D B F' L,D' R B2 L' B R D' R2 U' B2 U B' L B2 D,51
F2 B2 D2 F2 U' D R' D' L' R' F2 L' F' R' D' R L U' D' F L2 U B',x2,B U2 R2 D' U',D' L' D R2 F2 R F2 R2,D2 U' R2 U L2 F' L2 U' F2 R2 U,B L' R D2 L B L B' R' B L',D2 F L2 U B' D2 R D R' D2 U' L2 D' F',49
L2 R D' L2 D U B' R F L2 U F' U2 R' U' D2 F2 L' B2 R,x2,F R B' U2 F,F2 R2 D' L2 B2 R2 U',D' L D' U F' R' B' F' R' F2 D' U',L' R' D R F D' R F R' F' L,F' D2 B F L B U2 R' U2 L U2 R U2 B L2,50
D U R B D' U' L2 F' L F' B' D' F' B2 U R U L2 R' B D R' L2,x2,B R2 F2 D2,R U' B' D B' D' L U,U F L2 U' L' R B' L' R' F' U',U F' D2 R D B R B' R' D F U',U2 L2 F R2 B R' F' R B' R2 U' R U L2 U2,50
R B' D2 L2 B U' D' L2 B F2 L2 R U2 L' D2 B R D F' D,x2,U2 L F U2,D' R D' F' U' F D L,B U R2 D' B' D2 U F' U2 B L,B D L U2 L2 R F' L2 R' U2 L' B',B' R2 U2 F2 L F L' F' L F2 U2 R B R B2,50
F2 U D B' D U R L2 D' B2 D' F' U2 L' U2 R F' L F2 B2 U' F',x2,L2 F2 R' U',R' U2 R' D' U2 L R,U2 L' R F R' B2 U B2 L D' U2,R D2 L U' L' D2 L2 F' L' U L' R',R D2 R' D B' D' B' D2 B D2 B' R' B2 R B2,49
