scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F2 U2 R' B' U2 D' B' F U' D' R' U2 B2 U B U2 D' F2 U2 L R2 B' D' R' L',x2,U B F D2,B U R2 U' R' D R F U R2 B',L2 F2 U B2 R2 D B U F2 U' B,L' B2 F2 R2 B' F D2 R' B' F D L,B R D R' D' F2 R' U' R U B' F2,50
L U L2 F' B R2 L D2 L B2 L2 B F U2 R' B2 R2 D' B' U' B2 D2,x2,U' R' B',B L' B2 U' B' U B U2,L2 B' U' L' U2 B F' L' D F L,D B R' B R B2 D2 L' D' L D2,R B R' B' F' U2 B2 U B' U' B' U2 F,46
F2 D2 F' L D F2 B D R2 D F R' D F L2 R' F' B' R2 F2 U' F' D R,x2,B U R' D B2,B2 F' U2 R D U2 L' D B2 F,D F' L D2 B' F L2 U' B D',B2 R F' R2 B' D' R' D R2 F R' B',R' F' R B F U2 F2 U' F U F U2 B',50
F2 D L' U L D L B2 F' D R F D' B2 L D' B F' L2 R B2 L2 F2 D',x2,U' R' B' R2 D2,U2 L2 U2 B' U L' R B R' B',U B U2 B' R' F2 U F R F2 R2 F2,D2 B2 R2 B' R2 B' D2 B2 R' D R' D' B2,B D2 B2 D' B D B D2 F' R' B' R F,53
F B2 R2 U L D' L2 F D2 B2 R2 D R' D U L2 B F D' L2 F' B R' L2 B,x2,D2 R F2 U' F,F' D' U2 F2 R D2 B' R' D' L' R',U L' U' L F' L2 B D B' L2 F,D2 L B' U B' U' B2 L2 D L D,B D R' D2 R2 D2 R B' D' L' D2 L,50
B' F D R2 D' U2 F' B2 L' F' D' U L2 D B' U B D B2 U2 F' R',x2,R' F2 R2 F,U2 R' U' L2 R F2 D2 F2 U2,F2 L' D' L' B2 F R2 B L B L,F D' B D F' D2 B' L' D' L D2,F D R F' U L' F' L' D2 U L2 U2 R,48
B' L B D' F' U2 B D' U2 F' L' B U2 D2 F B2 D L' F R2 F' D' U R2 L',x2,F L' R U R',B' R2 D' L2 F' L2 B' D2 R F',L2 U' F R' D' F' R F' U2 L2 U' F,D2 B2 R2 B' R2 B' D2 B2 R' D R' D' B2,B' L' F2 U B2 R2 F2 D B2 L' B,51
U' D R' B2 U' B' R L' B U' R B L U2 L' F R D L2 U B2 U' R2 L2,x2,R B2 D',U F2 D2 F L' B F L2 U' B2,F' D' B F R D F' R' B' L D L2,L B' R2 B L' B2 F' R B F R2 B,D R D R' F' R2 D' R' D F D,48
R B' R D F2 U' B' U R F R' D2 R2 L' F R2 F R D' L2 F' U F2,x2,D U' L' D F',B R D2 B' U R U' B R D R2,D' L' F D2 B R' D' F2 R' D2 B' L' D2,D2 L' D L D2 B2 R' B' R B' D',F' R2 F D R F D2 F' D' R',50
U D2 R2 B2 R2 D B F2 L2 F2 D' R' F R U2 F2 D' U2 R U L F L' F' L,x2,F U B U2 R',B' U' R2 F2 D' F D' F2 R2 B2,B R2 B' F L B2 F R' U2 B2 F L2,L' F2 D F' R2 B U' B U B2 R2 F' L,B D R' D2 R2 D2 R B' D' L' D2 L,52
F2 B2 R F2 B2 D' B L U' R D2 L2 U2 D L2 R2 B' L2 D' L2 B',x2,D F D F2,D R F' L2 B' L B' R' B' U,R D' U L F' U' F D U' F' R' U,D2 B' D2 B2 U R D' R D2 R2 U' B' D',B' L' B F' D B D' R B' F D' L,51
D' R' F U' B' F' D' B2 D' U R2 D2 L F D B2 L' R F' L2 R2 U F,x2,L' F2 R D' R D',D' B' U' R' U2 L B U' R U2,R F L F' L2 R B' U' B L R2,D2 L' D L B D2 F D' B' D F',R' U2 L2 D2 U' L F L U' F R' D' F',51
U D' R F D L F' B U' L' D' F' D' F' B D' B' F R2 D' B2 U',x2,B' D' R' U R2,U B2 D' F L B2 U2 R' U' F',D2 L' B D R D F2 D R' D' B',D2 L B' U B' U' B2 L2 D L D,D' B2 F2 L2 U' B F' L D2 L B F',49
R2 B F U R' U' L R U2 B' R U2 R' L' U R U' D2 B F' L' B2 F U' R,x2,R2 D2 R' U2 F2,B' L U L' U R' U2 F R,D L B R D R2 D2 F R2 D2 R B',F2 U' F U F2 L2 B D B' L2 F',R' U2 L2 D2 U' L F L U' F R' D' F',50
R2 F U L2 U' R U' B U2 B' D L' R2 U2 L B' F2 D' F2 L',x2,D F D' U2 F2,L' U L2 U B2 U B' U' L2 U,F' D2 U L' U' L2 D L2 F L' D F',B2 D B' D F L2 B2 L' B L' F' D2,L' D2 L D B R' D2 R2 D2 R D' B',51
B L U L2 U R2 F' L2 R' U' R D B R' B' U B F2 R2 U' R',x2,F L B' D,L2 B' D' F' D2 U2 B D B2 R2,F U' F' L2 R B2 L R' U L U,F' D2 B2 R D R' D' R B2 D2 F D,R2 D R2 B' F D2 L' D2 L B F' D',49
