scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F R' F R F' R F L' R2 B2 L R2 B D2 B' D F L' U2 D2 B' U',x2,D2 L U B' U2 B2 R2,B2 F2 R' B D2 F2 D B R2 F D' R2,D2 L' B R D' F2 D R' B' L,R' B D L D2 L' B' D' L' D R F L F,,43
R2 B2 L' D F' U B' F R' D F' R' D F2 B2 R2 B2 F2 R D F L2 R',x2,B U' F2 R F' D2 L U,D2 B' D L' R2 U2 L' F2 R2 U L2 D B',,U L U2 F R' D' F2 D R F U F2 L',,34
D2 B U L R' F U2 R F' R L2 U2 F B' R' B' U' B U' D',x2,L' B U L' D R2 B' L2 F2,D R D' U2 B' U2 L' D R D2 L R2,D2 L U R' B2 R U' L',L D R D' L D R' F' D' F D' L D L,,43
R U D2 R B' R' U' R2 B2 U2 R L F' U F R' U' D' R' B',x2,D2 L F' D2 B' R2 F' D',B' U B L' B D' B' R2 D' L R2,,L' D L F L' D R' D2 L D R D' F',,32
B' R2 F D' U' F2 L' D' U' B L D2 B' U2 F D U2 R' F' L,x2,B R U2 R D2 R U,B D B2 D2 L B2 F2 R D2 U2 F2 D' B',R F2 L R' D2 L',D' B R' F' D F' D' F L' F L R B' D,,40
U2 B F' L D B' L' R U2 D2 R2 L2 U' B F2 U R' D2 U2 R2,x2,U R' F L' B2 R2 B',F2 R' F2 L' R2 B R B' L R F R,D2 L U R' B2 R U' L',F' L2 D F2 D' L2 F L2 D R F2 R' F D' L2,,42
L2 F' R' B R' D' F D2 B U' L2 U L2 D F' U R2 D2 U' B' D2 R,x2,R U' B U' L2 U,F' U' R B' L2 B2 D' R D L2 U R',R B R' D2 R B' R' D2,D2 F' U2 F D2 U' L' D' L' D U F' U' L2 U',,41
F' B2 L B2 U B2 R' B R U' B' D L2 R D' B2 U R2 U F' R',x2,L2 B' R' F2 L' U2 B',L' D' R F R2 F' L F2 D2 F D2 R,,L F U' F U L F' L2 D2 L2 F2 L' F2 L' D2,,34
U2 R' D' F2 R2 L' B2 U B R2 D' U2 R' D2 R B D R L' B2 R',x2,L F' L U' L U2 R,B D' F2 L2 R2 D R B2 F2 R2 B' U B2,D2 L' B R D' F2 D R' B' L,F' U' F U L2 F2 L' U' F' R' U L' U' R U,,45
D2 F2 R B' D' L' B2 F2 D L' R' F2 U' B' D2 F' U' B2 U' R2 B2,x2,D2 B F R D L2 B2 D2,B2 R2 B R' F2 D R D' B' R' F R' B2,D2 L' B R D' F2 D R' B' L,L D F2 D' L' D' L' B D2 F2 D2 B' L' D F,,46
D2 U' R2 L U2 B2 R' L2 B U L2 D F2 R' D2 R' L B2 F2 R' L,x2,L U R' U F' D' B R,L' F L' B2 R' B2 L2 F U F2 L U',D2 L U R' B2 R U' L',L2 F L' F' L' D2 R U2 R B R' U2 R' D2,,42
R2 B2 D' R2 U2 F2 B D' F D B2 R' B2 U2 R L' F' L B2 L F2 B D L2,x2,B' R' B D L B F' L' B2,F2 L' F2 D F2 L' F L D2 L F2,U' L' R B D B' L R' U B',L' F L2 B L' B' L' D U2 F D' U2 F' L,,44
U' L' D2 F R' L' F' D' L' B R L2 B R L2 U' D2 B' R' F2 L R B,x2,R' U F2 U B' U R',F' D' R F U' R D B' F2 R F2 R2 U,,L U' F' R' F R U' R U2 L' U' R' U,,33
R' D2 R' D' F' D' F2 L' D2 U R2 B D F R' D2 U L' B L2 R U' R2 U',x2,D F D' F2 R2 U R B',B2 R2 D R2 D' F D' F D B2 F',L R' D2 L' R F2,F2 U' L D' L U L D L' F' U' L2 U F',,39
R2 U2 L' U D2 B2 L' U2 F U' F U' L2 D' U' B' F' L D2 U2,x2,R' F2 U2 B R F U' R,F' R2 B' U B U' F2 L2 R2 F' D' B2 L2,,B D' L D L' B' L2 D' L D L2,,32
