scramble,orientation,step_0,step_1,step_2,total_moves
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,R' D2 U B D2 L2 F2 D',D B F2 L F' R2 F2 U' F R D' U' R2,U' R B R' D' U F R' F' D,31
B2 D2 B' U F B' D2 R2 U' D2 R' F' U' L2 R B' L2 B2 D F U' F D' B' F2,x2,F L R U2 B2 D' L D' B2,U F2 L2 F D L F' U L' D U2 F' D2 F,U' B2 L2 U R' U R U2 L2 B' L B' L' U,37
R2 F U L R2 F D U2 F2 U' F2 R2 L B2 D2 F B D' R F2 R2 L2 B U',x2,R U L U2 F' D2 R' F L2,B2 R D' B2 R' U R B D R' B2,L B' U' B' U F' U2 F R' B2 L' F D2 F',34
L R B2 L2 R D F' L' D2 L2 F R' L' F' R B' U2 D L2 U' R2 B2 D,x2,L2 D2 F' U L' U F' D R',L F' R' D2 R2 B2 U2 L2 U' B2 R' F L',D2 B' R B L' D2 R F' R F L R B' D2,36
R B U2 B' R2 L B' R2 B2 D' U' R2 B2 D2 U R2 D' U2 B U,x2,L' R2 F2 D L' R2 D U2 R',L F2 U R' B2 L' R U' B2 R U' B2 D2,R B2 D2 R' U R' U' R2 D2 B D' B D R',36
F2 U' R2 D' R F' B2 U2 L B' F' L' F' R' B2 U' B R' F2 D R2 F2 D2 B2 L,x2,F L' D B2 L2 U B' R F,D2 B R2 B' U' B' R' B L2 U2 R2 F' L2 U,R2 B F' D' R F' R F R2 D2 B' D' F R2,37
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,U' R' F2 D2 F R' D B' U2,B2 D2 R B R B R2 B' U' R' U' B D2 B2,L B' D F' L2 D' L2 B' D F2 U' F' D' B2 L',38
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,R' D2 L' D2 F' L F' U,R' D B2 D F2 D F U' F L B' R2 U2 L' R2,L U2 B2 U B2 U B U F' U B U' B2 F L',38
F2 R' U D2 R B F2 L' B2 F2 D' B2 F' U2 L F2 D2 B2 R2 L B2 L2 U2,x2,F' U2 F D2 R' D2 L' D2 U,F U' R2 U L B R' F' D' B' R2 F' L D L',L' F' L U L2 F' D2 L' D F2 U B' L U2 R',39
F2 U' F' D F2 R2 F L' R' F2 R B R D2 U' R2 L B2 L' F L' B2,x2,U' R2 F L R2 F2 U R F2,B' L F' D2 R2 F U2 L' U R F2 U2 R' F L2,R2 D F' U' B2 U2 B L2 B2 U2 F U' B D' U2,39
