scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B R2 F2 R2 F' R2 U2 R L U2 B D2 L' D2 U' B R2 B' F' U2 L2 R D,x2,F L2 D2 L D,L2 B' L U2 F' R U' F U2 L,U' B2 D' U2 L F' L' U' R2 D,F2 D' L' D F U' F U' R' D B2 D' R' U2,,39
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,F' R' B' L D B2,L' U' L U F' R' D2 L2 D2 U' B,D' R D B U' R' U R2 B' R',D2 R2 U L' D' F2 D2 L D2 U2 R2 D' R U,,41
L2 D L' F' B D' R2 F2 D2 R' L' D2 U' R2 L F' L U L D B,x2,D' L F R2 D2 L,F2 R' F2 L2 B2 L' D L',B2 L' B2 D2 L U2 R' U2,U2 L F R2 F L' D2 F L2 F' D2 B R,,35
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,F D' L2 B' D,F2 U B2 D U' B R B2 L2 D',U' R' U' B' L' B2 D' L U2 R',D' F D F U2 R D B D B U2 L D2,F' D' F D B R2 F' R' F' R F2 R2 B',51
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,U L2 B' U',D' R2 D2 R B R2 B' R D',B F2 L R2 U' R U L' B' R F2,U2 L2 D' F' D' F L2 U R B U R,F' D' F D B R2 F' R' F' R F2 R2 B',49
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,D2 B' L' U' B',L' D2 R' U L B' F R2 B',D R D' R2 B R B D2 B' D2 B2,F2 R' B' F' R2 F' L' B L2 D2 F R2 D2 L' B,F' D' F D B R2 F' R' F' R F2 R2 B',53
B' L2 B2 R' L' B D2 U B2 U2 F2 L2 D' R L2 B' D' B' D2 L' B F' D2 U' B',x2,R' D' F L B2,L' B2 D2 B U' L B2 R2 F U,B2 U' L2 F' D F L2 U,F D' F D' U F U2 R' U R F' D F2 D R2,F' D' F D B R2 F' R' F' R F2 R2 B',51
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,U B2 L B2,D' F2 R2 D2 L R2 D B L' D2,R B F D' F D B' F2 D' R' D,B2 U' R D F' D F2 U F D F D2 L2 F D' B2,F' D' F D B R2 F' R' F' R F2 R2 B',54
F2 D2 F2 D2 R2 F2 B L' R' B R U F2 L F2 L' F L' R B D' B U2 R,x2,B' L D F2 L2,R' B D2 U' L' B D2 U B' R' F2,U' L2 U' F' U F2 D' F' U L2 B2,R' F' U2 B' F L' U2 R' F' R' D2 B R F D2 F2,,43
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,U2 F' L U B2,D2 F L D' B' L2 U2 L D' F',L2 R' B R' F R2 B' L D' L,F L2 B' R D2 U2 F2 D2 U' R' B L2 D F' D' F2,,41
D R' D2 U2 B U F U D2 L F2 U2 F2 L R2 D L D F' L2 U2,x2,D' F' U B2 L2 B2,D' F2 L D B' R' D' L' F' D,R U L U' F' L D2 F2 R' D2 L2,F2 R F2 R' F2 R U2 B U R B2 R' B' U,,41
U F' B' L' D' F R' L' D R' F U D2 B L' U L B D F L,x2,D' L' B L B2,L B' R D' B' L R' U2 B' L2 F',U R2 B' R B R' B R2 U',F R' F' D R U' R B2 R B' R2 D' R' U,,39
D B' L' F L2 D' F2 B' D B' D' F R' B F D2 L U F2 D',x2,U L B L B,L2 U' R D U L2 B' F2 U' B2 U2,D' U F' U' F U' R2 D B2 U,R D2 U2 B' U B D2 R D B2 U' B D' U2,F' D' F D B R2 F' R' F' R F2 R2 B',53
R U2 F2 D F R2 F B' R D F D2 F2 L U2 D' F2 U2 B F' D U F B2 R',x2,L2 R' F L B2,D2 R2 U B2 U F' D B L2 F2,L2 D L D' L B2 L' B2 L,U' R' F U B2 F2 U' R' F U B2 F2,,36
D B D F' L D' B2 R2 B D2 U2 R L' F2 L2 R D2 F' L B' R' D2 B' R2 L,x2,F' L' D' F' L2,L' F' R' F2 R2 F' U' L R,F2 R B' L2 F L2 B R' F2,R U2 B L' B L' D2 L2 B' U2 R B R' B' R2,,38
L2 F U D2 R L2 U B2 R2 D' L' F2 D' L' U2 D2 R' L F' B',x2,D2 F' U2 R' U',L' R D F' U2 F L' F' L2 R2 F,B R F R2 B' R' F' R2,D2 L2 U B' U B2 D' U R' U2 B2 D2 U' F D,,39
U F R2 B F2 U2 F' U L B U' D2 F' R2 B' U' F R2 F' U2 L' B',x2,D' L' D R' B2,L' D' R' D L2 B2 U2 B2 L' B F2,D' R2 D B U' B U B2,F2 U' R2 D B' R' U R D' R' D R D' F R,F' D' F D B R2 F' R' F' R F2 R2 B',52
F' U D2 B2 D' R2 L2 U F R' L F2 B' D2 L D' B' R2 D F2,x2,B2 U' B D L D2,D F2 U2 L' D' R2 F D2 U' B' L2,U' B2 R B2 U2 L' D2 L U',F D' U F' L' D' L' U2 B' D U2 L U' F D,,41
U B' U2 L D R2 B' D F' R' B' L B' L2 U2 F D L2 F U F' D' R2,x2,B U2 L' F L',D' L' B' R2 B F2 R' U L F2 D,U B2 U F D' R2 D F' U2 B,R' F' D R U F2 D2 L' U B D L2 U R U,,41
F' L R2 B D2 U L R' B2 L' F' D2 F' U L' B2 U' L D' B F' D2 B D' B',x2,F2 U B' D',D2 U L D2 U' R F' R',F D' R D R U' B U R2 F',B2 L2 F' D2 B D L B' R' U' B' D L U' R B',,38
