scramble,orientation,step_0,step_1,step_2,total_moves
B' R2 L B' L' B' D2 U2 F2 B2 U2 D' R2 L U2 F' L' R U' F B',x2,F' D' B' R' D B2 L' B D B,L F2 U2 L2 B L2 F' L' F' L B' F U2,L2 B' R D2 B' R F L2 F' R' B R' B L2,37
L' R' U' B R B' L U L' R F R F L B U' L D2 R2 F' L2 R2,x2,L B' U L' F' R B D' F' R2,L' F2 D R U R' F2 D' U' F2 L U,R B' R D2 F' L2 F D2 F' L2 F R' B R',36
L2 R D' L2 D U B' R F L2 U F' U2 R' U' D2 F2 L' B2 R,x2,U B U' F2 L' R' B R2 U L2,D F2 L F2 L' F' L2 F' L2 D' L,R2 D L' D2 R' D' L B2 D' B2 D2 B2 R',34
R B' D2 L2 B U' D' L2 B F2 L2 R U2 L' D2 B R D F' D,x2,R' F2 L U2 B F L' F2 D' R',F2 U' L' F L' F' U F L F,D2 L U2 L U2 L F' L' B L D2 R2 B' F,34
R2 B F R2 F' R2 D2 U' B R2 D2 F' B2 D2 F' D' R2 D2 R2 L D' L',x2,R2 B2 D' L2 R U' B F U' F2,U2 B' U' R' U2 R U' R2 U2 B R2 U2 R2,B F' L2 F' L' F L' U F' L2 F2 U' B' U,37
D U R B D' U' L2 F' L F' B' D' F' B2 U R U L2 R' B D R' L2,x2,D' L B2 F' R' D' B2 L2 B' U,L U F2 R' U2 F' U2 F' R U2 F' L' U,D2 B' F U2 R D' R' F' R F D U2 B F' D2,38
F2 U2 F R2 U' F D U' F D2 L2 R U D2 R' B2 U' F2 R D2 R' D2 U,x2,L D' U L' B' D2 L2 U' F U',F' L2 F U R' B F2 D' L' F L' B' F R,U B' U' F2 D' B' D B L B' L' F2 U B U',39
L R2 B U F' B R B F' D L2 B D U R2 U' L' D' R U2 F2 R D' L' U2,x2,R2 D F2 L B F2 D F2 D2,B' D' L' D2 F' D2 B' L' D U L2 U' B,F2 L2 R' B F2 D' L D L B' F2 R U' L2 F2,37
F2 B2 D2 F2 U' D R' D' L' R' F2 L' F' R' D' R L U' D' F L2 U B',x2,B2 F' U2 B F' R F D F R,F' U2 L U L' U2 L F R U2 R',F2 U B R' F2 L' D' L' D R B' R' F2 R F2,36
F2 U D B' D U R L2 D' B2 D' F' U2 L' U2 R F' L F2 B2 U' F',x2,L2 B D R' D B' L2 U' R2 U2,U' L U F2 U2 F D' U2 F2 L' F2 D F2 L',U2 B R' F2 D' L D L' F L2 F' L' F2 R B',39
