scramble,orientation,step_0,step_1,step_2,step_3,total_moves
B' R2 L B' L' B' D2 U2 F2 B2 U2 D' R2 L U2 F' L' R U' F B',x2,B U2 B U L,B2 D2 F2 U2 F R D F L2 B2 D L,R' D2 L2 B U2 F' D2 R2 F U2 B' R,F' L' F L' U2 R B' R' U2 L2,39
R2 B F R2 F' R2 D2 U' B R2 D2 F' B2 D2 F' D' R2 D2 R2 L D' L',x2,B2 D2 L U L',F2 D2 L D' L R2 B U L2 D' R' B',U' R D2 R' U R D2 R',L D2 R' D R' B U' B U B2 R2 D L',38
L2 R D' L2 D U B' R F L2 U F' U2 R' U' D2 F2 L' B2 R,x2,F2 L' U B' D U',R D2 B2 R F' D' L2 B' D2 F2 R2 D' L' U2,R' F' R F L D2 B R B' D2 L',L D2 R' D R' B U' B U B2 R2 D L',44
F2 U2 F R2 U' F D U' F D2 L2 R U D2 R' B2 U' F2 R D2 R' D2 U,x2,R B2 D' B' U' B,L' R B2 L U F2 D U' B2 L R D' B',F' R' F L F D2 L' F L F2 L' R,D' R' D L R B2 R2 B' R B R B2 L',44
D U R B D' U' L2 F' L F' B' D' F' B2 U R U L2 R' B D R' L2,x2,U2 F U' B F L,F' L D' B' D F' R U' F U L' F2 D F2,F2 R' F' U L2 D L2 U' F' R,D2 L D L B2 R2 U R U' R B2 L2 D2,43
F2 U D B' D U R L2 D' B2 D' F' U2 L' U2 R F' L F2 B2 U' F',x2,U L' D2 L' U',R' F2 D' U B2 D2 F R2 F L U B R2,F2 U2 L F L' F' U2 F' R' F' R,L' U2 B2 D' R' D B2 U' L U',39
L R2 B U F' B R B F' D L2 B D U R2 U' L' D' R U2 F2 R D' L' U2,x2,F' R D' L2 D' B',D2 L B2 L' R B R D U2 L2 F2 U2 R',F' L' F R F' L F R',F2 D F2 D' F' R2 B R' B' R2 D2 F' D' R,41
F2 B2 D2 F2 U' D R' D' L' R' F2 L' F' R' D' R L U' D' F L2 U B',x2,U2 B D' U' L R,R D' U' L' R2 D' L' U R' F2 D2,F L2 F2 L F U2 L' F U2 L F' U2 L,D' F2 D U L' B' L' B D2 L2 U' L D2 L',44
L' R' U' B R B' L U L' R F R F L B U' L D2 R2 F' L2 R2,x2,D2 R D2 L2 F,D L' B2 D' B' L B F2 R2 F2 L' D R,L R B' D' B D B R B' L' R2,F' L D2 F' D2 F2 L D L' F2 L' F L2 D' L2,44
R B' D2 L2 B U' D' L2 B F2 L2 R U2 L' D2 B R D F' D,x2,U' F' L F2 U,D R B L' U2 F D' U2 L B2 R D' R2,R' F' D F2 L2 U' R2 U' R2 U2 L2 F' R,L2 B R' D' F2 R2 F2 R2 F2 R' B' L2 U' F U F,47
R2 B F U R' U' L R U2 B' R U2 R' L' U R U' D2 B F' L' B2 F U' R,x2,D U2 L U2 L,B' R F' D2 U' B' U' B' L2 B' F D2 U2,L B2 L' F2 L B2 L' F2,,26
F2 B2 R F2 B2 D' B L U' R D2 L2 U2 D L2 R2 B' L2 D' L2 B',x2,R D' B F2 U2 L,L2 F U2 R' F2 L2 R' B L D' U2 B2 L',U2 L' U2 R U' B2 U' L U2 R',R' F2 U L2 U' F' U' B' D2 B' U F' D' R',43
U D' R F D L F' B U' L' D' F' D' F' B D' B' F R2 D' B2 U',x2,R2 D L' B' D2 U',R2 U' L U2 L' B R2 B R' D U L2 R2,D2 R D L D' R' D2 R' D' L' D R,D F' D F' D2 L2 U L U' L D2 F2 D2,44
D' R' F U' B' F' D' B2 D' U R2 D2 L F D B2 L' R F' L2 R2 U F,x2,D2 L2 D' F L',R2 B2 D' R2 F D F' D B' R' B2 D2,U F L2 U2 F D F' D' U2 L2 F2 U' F,D F D' B R2 D2 F U' R2 U F' D2 R2 B',44
R2 F U L2 U' R U' B U2 B' D L' R2 U2 L B' F2 D' F2 L',x2,D2 B D' B L',R' B' R' U B2 R D U L F D U2 L,L D' L U2 L' D L U2 L2,D L' U R2 D' B L2 B' D R2 U' L F2 D',41
D' R' L' U2 D2 L2 R2 B' F' U2 B2 F' L D' B' U L R2 F L D2 L2 D F R,x2,D2 U' B2 F' L2 B2,U B2 D F R2 D2 F2 D B2 D' F' U' R,R U' L' B' U R B2 R' B' U2 L U2 R',D' R' D L R B2 R2 B' R B R B2 L',45
L2 F' B U' D R U F R2 L D' B D' U2 F' U' R2 U' R' B F',x2,B2 L' U2 B' L2,B2 D U' B' U' L B D B' D2 U2 B2,L2 U2 L' D' L' D L2 U2 L' R2 D L' R2,F' R F' R' D2 F D R' D R F2 L D' L',44
U' R F2 R2 B F2 D' U' F2 U B D' B2 L' D2 L' F' R2 D' L D' F,x2,R U' R2 B D L U',R2 F2 L' U' F L2 D2 L2 F2 D F' L,U2 R U2 F U R' U' R U' F' R',D L F D2 B D' F' D B' R' D2 L' D R D2,45
F L B' U2 L B R F' B2 U F2 R B L' U F2 B' D2 B U' D F' L' F2,x2,R2 U B2 R B' U',D B2 L2 R F' U2 F' L2 F2 R D' R D2,R' D' F' D R2 D2 R' F' R' F2 R2 D2 R',F' L D2 F' D2 F2 L D L' F2 L' F L2 D' L2,47
B L U L2 U R2 F' L2 R' U' R D B R' B' U B F2 R2 U' R',x2,U R F' L U2 L2 F,B L' D' F R2 U2 R2 F' L D B',L R2 D' B' D B2 R2 B2 L B' L' B2 L',D F' L' F' L' U' F2 D' F U F' D F2 L2 F D',47
