scramble,orientation,step_0,step_1,step_2,total_moves
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,L2 R2 U2 F2 R U' L' B,R' D' B2 D R2 B R B' R2 U' B' L2 U R,U R' B F' U2 B' F R' U',31
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,B U2 F2 R F' L' B' F',B' D F' U2 F' U' F2 R2 D' R' B' R' D' B,U R' B F' U2 B' F R' U',31
B R2 F2 R2 F' R2 U2 R L U2 B D2 L' D2 U' B R2 B' F' U2 L2 R D,x2,B' U' B2 U' L D2 R D' R' B',B2 L F D2 F2 L2 D2 B U' B' L D' F U' R,U R' F2 D2 B2 L' D2 F2 U,34
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,D L2 D' L B2 F U L' F',F R' F2 L D B' D L2 B2 L2 B F L U2 L',F2 L' B F' D F D' B' F L F,35
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,L R B D' R U' B' L D2,L U2 L' U2 F2 R F D F' D' R2 F2 L',R2 F' D U' R B2 R' D' U F,32
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,B2 L' F L2 B U' B' R F2,D' R' U R B2 F' D' B2 R' B2 U' L F R D2,B L R' U2 L' R B,31
L2 D L' F' B D' R2 F2 D2 R' L' D2 U' R2 L F' L U L D B,x2,L U B' L' R2 B D,L2 D2 R2 B' D2 L U R F2 D B L' R D B2,D' U R2 D U' B2,28
F2 D2 F2 D2 R2 F2 B L' R' B R U F2 L F2 L' F L' R B D' B U2 R,x2,F U F' D2 R' U R2 B D2,L' B2 R' F' L B2 L2 B R' U R' U' B' R2 D2 R,D' U R2 D U' B2,31
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,D F' L2 U' B U L' D2 F',U' B D' L2 U2 R U' R' U' B' R2 U' F' D' B2 F2,U R B F' U2 B' F R U',34
B' L2 B2 R' L' B D2 U B2 U2 F2 L2 D' R L2 B' D' B' D2 L' B F' D2 U' B',x2,U' L2 F' L F' R2 U B' R' D,L2 F' R D' U' R F' R D' R D2 R2 B U L' D,F R' D B F' R' U F' R U' B' F R D',40
