scramble,orientation,step_0,step_1,step_2,total_moves
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,L U2 R2 B2 F' L,D' F2 L2 F L F' D L B2 D B2 F2 D,D B' D' B U2 B' F' D B D' F U2,31
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,F' L R2 D2 U' F U2,R' D U2 B2 L B2 L2 F2 D' F' R B2 L,D2 L U' L2 B2 U B F' L2 B F U L D2,34
B2 D2 B' U F B' D2 R2 U' D2 R' F' U' L2 R B' L2 B2 D F U' F D' B' F2,x2,F2 U L' U B' F,R2 D2 R2 B2 R2 U' B' R' B R2 D' U B2,U F2 L U' F' U2 L' U' F L2 F2 L2 U' F',33
F2 R' U D2 R B F2 L' B2 F2 D' B2 F' U2 L F2 D2 B2 R2 L B2 L2 U2,x2,F2 U2 B' D F' D2,B2 D F2 L' D2 F' R' D L' F L' U2 L' F2,L D2 L2 R U L2 D L U' L2 D' F2 R' D',34
F2 U' F' D F2 R2 F L' R' F2 R B R D2 U' R2 L B2 L' F L' B2,x2,B2 U F D2 U2 L' B2 D2,B L2 D F' L R2 F R D' R' D2 B' D L,D2 R' U' L2 U2 R' U2 F' R' F L2 R2 U R,36
R B U2 B' R2 L B' R2 B2 D' U' R2 B2 D2 U R2 D' U2 B U,x2,D R' B2 L' D,F2 D2 F L' U' B2 D2 F D2 U R' F U2 B2,B' U R' F' R' F2 D2 F' D2 L' D' L R2 U',33
R2 F U L R2 F D U2 F2 U' F2 R2 L B2 D2 F B D' R F2 R2 L2 B U',x2,F2 U' L' B U R,R D F' D' L' D L D F2 D2 R2 F' R,D2 R B R2 U' R U R' F R2 B' R F' R2 D2,34
L R B2 L2 R D F' L' D2 L2 F R' L' F' R B' U2 D L2 U' R2 B2 D,x2,L' R2 B D L F2 L,U B' U' F2 R B U2 B2 D B' F2 L B',F' R' F' L D' F D F' D' F D' F' L' F R,35
F2 U' R2 D' R F' B2 U2 L B' F' L' F' R' B2 U' B R' F2 D R2 F2 D2 B2 L,x2,D U2 F' R' U' B' D2 U' L,R D2 R' F R' F' L D B' D' B' U L',B2 U B' F L F L' U2 L' U2 L B F2 U' B2,37
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,D' U2 B R2 B2 L D2,U B' U' F D2 L' B2 F' D2 B L2 B2 R2 U' F2,R2 F R' F U L2 D2 B R' B R B2 L2 U' F2 R',38
