scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,R' U B2 D B' L2 D' F2,B2 D2 R' D2 R B2,D L' D' F D' F' D2 L D',D F L2 F2 U B' U' F2 L2 F' D',R' U2 B R F' R F R2 F' R B' F U2 R,48
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,U R' F L' B' R2 F2 L2,B R B' R D',F L2 B D' L2 B L2 B' D2 F',U' B R' U B U' B' R' U' R2 B' U,D L' U' R D R' D2 U2 B2 R D R' U' L',49
F2 R' U D2 R B F2 L' B2 F2 D' B2 F' U2 L F2 D2 B2 R2 L B2 L2 U2,x2,L' R B' F R2 F2 D' U,R B R F' U2 B' F,F L F L U L U' L F2,B' L2 B F2 U' B R' B' R' U F2 D',F' R F' L' B F U2 B' R2 F2 L F' R,49
F2 U' F' D F2 R2 F L' R' F2 R B R D2 U' R2 L B2 L' F L' B2,x2,L B L2 D2 U' L' R2 U',B D R D' B' R D' R2,F D L D L D2 L2 D' F',D' R2 D2 B D R D' B' D2 R2 D,F' U' B2 F D F' U F D' U' B2 U,48
L R B2 L2 R D F' L' D2 L2 F R' L' F' R B' U2 D L2 U' R2 B2 D,x2,F2 D' B' L R' B2 U2 B L,U R' D R U',U R D2 B2 R B2 R' B2 U',B U2 B2 F' L' B2 F2 R B' R2 F',R2 D' R F2 L' F2 R' D2 L' D' R2 D' L D,48
R B U2 B' R2 L B' R2 B2 D' U' R2 B2 D2 U R2 D' U2 B U,x2,L R2 U' F2 R D L' U2,R B' D' B2 R B' D R',F' U2 R2 U R F' U F' D F',R B' U2 B2 R B2 U2 B F D F' R',R' D B' D' B2 R2 D F' U' F D' R2 B' R,52
F2 U' R2 D' R F' B2 U2 L B' F' L' F' R' B2 U' B R' F2 D R2 F2 D2 B2 L,x2,F L B2 F' U' B F',R2 D' F' R' F R2,B D2 R' B D2 F L2 F' R B',B' L D B' L' D' L' D B2 D',R2 B2 U' B2 U2 B2 L U R' U2 L' U' R',46
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,F2 R' B F2 R2 U,R2 D' F' R' F R2,D B2 D R' B' D' R B2 D',B' D' B D B R' F' L2 B' F U2 R,L F U2 L' F' L' R2 D' B D' L' B' D' L2 R2,48
R2 F U L R2 F D U2 F2 U' F2 R2 L B2 D2 F B D' R F2 R2 L2 B U',x2,L' F R2 B F' R U',F' R2 B R' U B' R' F,F D L F L U B2 L2 U' F2,D F L2 U L' D L B' U' L2 D' F',L' F2 L F2 R2 B' L' B2 R' B L2 B' R B' R2,52
B2 D2 B' U F B' D2 R2 U' D2 R' F' U' L2 R B' L2 B2 D F U' F D' B' F2,x2,R2 F D' U2 B' F2 U',B D R2 F2 U2 F2 D' B',U L B L' U R' D2 R D' U2,L U B' L D L B' L2 B2 U' L' D',U2 L2 F2 L R' F L2 R2 U2 B' L R D' L2 D' R2,53
