scramble,orientation,step_0,step_1,step_2,step_3,total_moves
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,U' B' D L2 F2 U,F' R B2 U L F L D2 U' B2 R',F U' R' U B' F L' R F L R B R2 F2,D B' D' B D2 F' D B' D' B F D,43
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,D2 L2 D' R2 B F L,L' R' U2 F U F2 R U2 L,R' D' U' L2 B2 U B' U' B' L2 D U R,B2 L' F U F U' F2 L B2 D F' R F D',43
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,B2 D' U L' U2,U R' U' F L2 U L2 U2 F2 U2 F' R,L B2 D R D R' B2 U B D' B' U' L',,30
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,D2 L D' F R2 B' U' R',L2 R' U2 R B L R B R' B' L,U' F2 D R' F2 U F' L' B2 L D' L' F L,R' D F2 D' R B2 R' D F2 D' R B2,45
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,L B L F' L' D' F2,U2 L' F R2 D' F' D F' L U,B' U R B' R D R2 B U' B2 L2 B' L',L R' U R' U' R2 B2 L' D' L B2 L',42
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,L F R B2 L' D2,U R2 F D' U' F D U R2 U',D' L D' B' R D R' B2 D L' F' D' F,U' B2 D B D B' D2 B2 D U R D' R',42
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,L2 D2 B L2 R B2,L' U2 F2 R F2 L' U2 B' U B L2,R2 U2 F' U' L' F L U L' F L U2 R2,D B' D' B' L2 F2 U' F' U F' L2 B2 D',43
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,R U' F D2 L2 R B,B U' B' U F D' F2 D F',D' R' U' L' U' F' U2 R2 B' L R' B' L' B D,U' B2 D B D B' D2 B2 D U R D' R',44
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,D2 F2 L' U R2 U',F D R2 D' U2 B' D2 B U' F U',F R' D' U L B2 L B2 L' F L' F' D U' R,R2 D2 R U' B2 U R' D2 L' R2 B' D2 B L,46
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,D R B' F D2 L D2,F2 R2 F2 L' F R' U F' U' L,U' B L U' L2 U2 F' R2 F D2 R D2 B' R' D2,,32
