scramble,orientation,step_0,step_1,step_2,total_moves
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,U R2 D2 U B' D L U2 L2 R,B2 R D U2 B2 D' B2 L D' B2 U2 R' B2,R' F' R' F2 D' R' D R F2 D R2,34
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,U' L' B2 R' U2 F D B' L2 D',B2 U L' F' U' B2 F' D R D',L' F L D2 F R F' R' D2 F',30
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,D F L2 D L B' R' D2 B' L,R D2 F2 D' F2 D' F2 R D' F2 R' F',L F D U F' D' U L U2 F' L',33
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,F2 R U2 L' B U2 F R' D B',U' L D2 B2 R U R' U' B' D2 L' U,L2 B2 D2 F2 R' F2 D2 B2 L,31
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,R2 B2 U2 F2 R' D F' R U2 R,D F D R' D2 L' F2 L D2 R2 D2 F,R F D2 U' R' D' U F D' F' R',33
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,R' B' L' D2 U L F' R U L2,L2 U2 B' F' U' L2 D2 R F' R2 B' D2 F2,D2 L B2 F2 R2 B' F D R' D B' F L' D',37
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,R2 B L' D' F R' U2 B' L2 B',F2 D R D L2 B F R B' R' F' L2 D2,L' F L' U' F' U2 F L U' L F U F2 U',37
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,B U' B D F U2 B2 R2 F2 L2,D2 R2 D' F2 R2 F R' F R2 F' D R D2,L' U2 L' B F' D L2 D' B2 U2 B F L2 F2,37
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,L B2 R2 B' U F' L F L2 R,U2 F D' B2 L' D' R2 B D2 U' F2 U L2,R' D' F' L U2 R2 B2 R2 U2 L' D F R F2,37
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,R2 U B' F U L' B' R2 F' L',D F' R B' F2 R F' R' B R' D' F',L U B L2 B2 R' F' U' F' R U' B,34
