scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F D' R2 D L D2 U2 R' F' R2 U' F2 L2 B D R' U2 F' D R' F' U,x2,L' R F D' U' B F,L D B2 D L B2 D2 L',D2 B U' R B2 R' B2 D L' D U,R' D' L' F2 L F L' F' L F2 D F R,,39
R L2 F2 D L R F' D2 L' U2 L' U' B L' R F D' L2 D L F2,x2,D' L2 F L B R2 U,F' D' B2 F L B2 D' L D2,D2 F' L' B' L B F D2,R' D R' U2 R D' R' U2 R2,,33
L2 R' D' L' B' D R' U' R' D' R D F R L2 D' R2 D' U' R' F2,x2,B2 R2 B D R',B2 F2 R' B U B U2 R F2,U L F L2 U F' D' L B2 L' B' D U',F2 D F' D' F2 L2 U L U2 F2 U F' L,F2 L2 D B F' R D2 F2 D2 R' B' F D' L2,54
R' L B' R' F' U R2 L2 B2 R' B D B2 D F' B2 L' D U R' L,x2,F U B' D2 L' D',R2 U2 L U2 F' U F L' R2,D' U L D F2 U2 F' U' F' U',R' D2 B R' F R' F R F2 R B' D2 R,F2 L2 D B F' R D2 F2 D2 R' B' F D' L2,52
R' F' D2 L D' B2 F2 U D' F B D R2 U F' D R D2 L' R2 U2 D L',x2,D R F' D B' U,R2 F2 D2 U' F' U' F D2 R2,U' R' F R D2 B U2 B D L2 D U2,D2 L U2 L' D2 F2 D2 R B2 R' D2 F2,,39
B' U' L2 R B2 L2 U' B F' R F R D R2 L' D2 B' D' R2 L2 F',x2,D L2 R D' U',L2 B' L2 D' L2 D B,F' D' L2 D2 R' B' R' B D' F2 U' F',D R' F' R2 F' R2 F2 R2 F' R' D',F2 L2 D B F' R D2 F2 D2 R' B' F D' L2,49
U F B D' U2 B L' B U L' B' R U2 B U' B2 U2 D2 F2 R' D2 U2 B,x2,R U L B L,U2 B' F2 R U2 F2 R' B R,D2 R' U' R B D2 F2 U' F' U F',R' F D' R' F2 R F2 D F' R' F R2,,37
B' F' L U R F' B D B R D2 B' L D B D2 F' D' L2 R B U L R2,x2,F U L' R B F2,L U2 F U F R2 F2 U L',L' R2 U' L U F D2 L2 D2 F R2 U2,U F L' U2 R2 D B D' R2 U2 L U' F',F2 L2 D B F' R D2 F2 D2 R' B' F D' L2,54
L R' F D' F' R' D' L' F D U F' U2 L2 D' F U' F' D2 U R' D' R2,x2,D F D2 U' F' D',B' D R' U R B' L D' B2,L2 D2 R' B L' R B' L B D2 L',R2 U2 R D2 R' U2 R D2 R,F2 L2 D B F' R D2 F2 D2 R' B' F D' L2,49
L2 B L' U2 B' D L D' U' R' U2 F L2 R2 D2 B2 R D F L2 F' L',x2,B2 R D R D2 B,R F2 L R2 U' L' R' U' R2,L' U L D' U2 L U B' L2 D2 F' D' F,F U F U2 R' F' L F2 L' R F' U2 F2 U,,42
