scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B' R2 L B' L' B' D2 U2 F2 B2 U2 D' R2 L U2 F' L' R U' F B',x2,R U' L',D' R F' D B' R' U F,D' L' D' B U' L' D2 U2 B2 U',U' B U B U' L U' L' U B2 U,D' B' D L B L' D L' D' L2 B' L',44
D U R B D' U' L2 F' L F' B' D' F' B2 U R U L2 R' B D R' L2,x2,B R2 F2 D,B2 R D R D' B2,D F U' F R' U R2 U2 R2 F2 D2,R' D2 R B' R' D2 B2 U' B2 U B2 R,B' L2 B D2 F' D B D2 F D2 B' D L2,46
L' R' U' B R B' L U L' R F R F L B U' L D2 R2 F' L2 R2,x2,L2 R2 D F L,R2 B2 R U2 F2 L U2 L',R' D L2 U' L' D' U2 B' U' R,U2 L U' F R' F' U L' U2,U B2 U2 B' L F' L2 B D L2 F U L' B2,46
R B' D2 L2 B U' D' L2 B F2 L2 R U2 L' D2 B R D F' D,x2,R B D2,L R' B' L F D B L' F',D2 F2 U2 L U' F2 D2 R,L2 F R F' R' F' L2 R2 U R' U' R',L B' F2 D B' D' B2 R2 U R U' R F2 L',46
L2 R D' L2 D U B' R F L2 U F' U2 R' U' D2 F2 L' B2 R,x2,F2 L R2 B,U' L' R U' B2 L F R' U',D L2 U B D' B' R' B2 R U',U L' F' R' F L U2 L' B' D B L U,B' R' B' R B' R' B' R' U' B' U B R2 B',50
F2 U2 F R2 U' F D U' F D2 L2 R U D2 R' B2 U' F2 R D2 R' D2 U,x2,D' F2 U',B R' B R2 U' F' U B2,R B' D2 U' L' D2 R' U B R U R2,R B' U R U' R' B L2 F2 R' F2 L2,L B' F2 D B' D' B2 R2 U R U' R F2 L',49
L R2 B U F' B R B F' D L2 B D U R2 U' L' D' R U2 F2 R D' L' U2,x2,F' U B2 U' L',R2 F2 R2 D' R D B F2 R2,U' B L2 D' L2 R' U' R B' U,R B D' B' D' B2 L B L' B2 D R',B R' B' R B' R2 U2 B' R U2 R' B U2 R2,50
F2 B2 D2 F2 U' D R' D' L' R' F2 L' F' R' D' R L U' D' F L2 U B',x2,B' F2 U L,L2 B2 L D' B2 L R',D B2 L' U L2 B' L2 B2 D' U' B,B' R' U' L' D2 B2 D2 L U R B,D' B' R D R2 B2 R D B D R D2 R' B',47
F2 U D B' D U R L2 D' B2 D' F' U2 L' U2 R F' L F2 B2 U' F',x2,L2 D2 R' U',B2 F' U R U B2 F,R' D F2 R F2 D' B' L' B' L B' R,F2 L' D2 L2 R' D2 U F L F2 L' F L' R,B2 L U' F' L2 D' B' L2 F L' B U2 B2 U',51
R2 B F R2 F' R2 D2 U' B R2 D2 F' B2 D2 F' D' R2 D2 R2 L D' L',x2,D2 U R2,D U B' R2 D' U' R2,B' F R F' L2 D' F R' B L2 F',R' F' D' R' D F L' R D L,B2 D B2 D' B D B2 D' B' L' R' B R B' L,46
