scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B' R2 L B' L' B' D2 U2 F2 B2 U2 D' R2 L U2 F' L' R U' F B',x2,R2 B' F' L' R',U L B D2 B' U',F D F' U' R' U,D U2 L' F' R B2 F2 R' D L D,D' R2 F2 R2 D' L D' B' L' D2 R F D R',42
R B' D2 L2 B U' D' L2 B F2 L2 R U2 L' D2 B R D F' D,x2,F2 D2 F' U R,U B' D B L' U',D' U' R' D R U' B U2,D2 L R2 B' L2 R2 B' U L U' B L,R2 F R' D' F' L' U2 F' L D R' F2,43
L R2 B U F' B R B F' D L2 B D U R2 U' L' D' R U2 F2 R D' L' U2,x2,B2 F U R2 B2,L D L2 D F' D2 L,U F' L U B2 U' L' F U',R' B L2 R F' L2 B' L2 F2 L2 B,F L F' D' R2 F' L' F U R2,42
F2 U D B' D U R L2 D' B2 D' F' U2 L' U2 R F' L F2 B2 U' F',x2,R2 F2 L' U L,D2 B L B2 D L' B',F' U' B U2 L2 F U',R' D' L B2 L' U' B D2 B' U R D',B' D' B' F2 L R' D2 U B U L' R,43
L' R' U' B R B' L U L' R F R F L B U' L D2 R2 F' L2 R2,x2,F R D2 B L2,F R2 D2 F2 D2 R2,U B2 U B' R' D B D' R2 U2,D F D2 F' L2 F L2 B' L B L',D' B L' B D B' R D' R' B' R F R' D L,47
D U R B D' U' L2 F' L F' B' D' F' B2 U R U L2 R' B D R' L2,x2,L' D R2 B' U',L' D' F2 L F2,L2 U B U R' B' U2 L2,B L' U F' U' R' F' L D R2 B',L' R' U2 R' U' R' F2 L2 D' L' D R F2 R2 D2,44
R2 B F R2 F' R2 D2 U' B R2 D2 F' B2 D2 F' D' R2 D2 R2 L D' L',x2,U F' U' B2,D' B F2 D2 B',L2 U' B2 U' B' U B' U L2,L2 U2 R2 F L2 D B2 D R2 B D',F' L D R F2 L R B' D' B2 D L2 U2 R2 F',44
L2 R D' L2 D U B' R F L2 U F' U2 R' U' D2 F2 L' B2 R,x2,L' D B' U L U2,F L2 U B2 U' F2 L2,L' U F' R2 F' R' F2 U' L,D2 F U L2 U' R' D' L2 B' L2 R D',B' L2 R F' L2 B D B' L2 D R' D' L' B2 L' B',50
F2 U2 F R2 U' F D U' F D2 L2 R U D2 R' B2 U' F2 R D2 R' D2 U,x2,U2 L' F2 U' B' U',B' L2 B F' L2 F D',B L' U2 L' F' L F2 U2 L,D R2 D2 B' L' B' D B D L D2 R2 D,L2 R U' F' L U2 L' F R U' B2 L' B L' R2 D2,51
F2 B2 D2 F2 U' D R' D' L' R' F2 L' F' R' D' R L U' D' F L2 U B',x2,U2 L' B L D' R',U' F' D2 F D2 U,D' R2 U L2 D2 U L2 B' U2,R' B' L U B U' B2 F2 L' D R U2,D R2 U F' L U2 F R2 B' R' U' B2 U' R2 D' R',49
