scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
U R' U2 B2 L2 U' F L R' F' B2 D' B F R' D' L2 B' U' F' D F2,x2,R' B L' U' B F2 U2,B R F2 R' B',U2 F2 D' U L' F' L F L' D U,R2 F2 D' L2 B' L U L' B' U' B2 L2 D R2,,37
R' D U' R2 D U R L B2 R' B F' U F' R' B' R2 U' B2 D U',x2,B' U2 R' B U,U' R' D' U F' D F2,R' B D2 R' F' R D B' R F L,D' L2 B' U2 R B R' U2 B U2 B2 U2 L2 D,R' D F2 D' R B2 R' D F2 D' R B2,49
L2 R2 F' U R' L2 D R2 F' R2 F2 D' B' U D F2 B' U R B' D2 F',x2,D R' U B L,D2 R D2 F' R' F,F2 U L2 U2 L' D2 R D2 F' L U F',D R2 F R' F R F' R2 B' L D L' B D',R' D F2 D' R B2 R' D F2 D' R B2,49
F B2 D B L F' B' L' U' D' R' F2 R2 U2 R2 D' R F2 R' U,x2,U2 B' U R B2,R2 B U2 B' F R2,B U' L R' D L' R F2 U B',D2 R' U' L' B' L U B' R B D2,,32
B' L2 B R' L' U2 F' D F B R2 B2 D U L R' F2 R B2 U,x2,D' F' D2 U' L,U R F2 U2 F2 R' U',L F2 L' D F D' F' L2 F' L',D2 B' D B L2 B2 L' B2 D' B D B' L' D,B2 R' D F2 D' R B2 R' D F2 D' R,48
L U' B2 D R' U L D2 F' L2 B2 L U' B2 D2 B' L' D2 B' D2 U2 R B2,x2,L U R' B U,R' F2 L' B D F' U2 B',D2 R2 B D2 U2 R' F L2 R F U2 L2,F R2 B' D2 B L' R F2 L R,R' D F2 D' R B2 R' D F2 D' R B2,47
B' D B' F' U' D' R' U' R' D B' U2 R L' D2 R D' L R2 F2 B R,x2,F2 U2 R' B' U' L2,D' F L2 F2 L' D F2 L2,F2 U2 F' L' U F' D' B2 D' R' B D2,D L B R' B' R B D B2 L' D' L2 B L2,R' D F2 D' R B2 R' D F2 D' R B2,52
F' B L' B D' L' D B2 D R' L' B' D R2 U2 D2 F2 B D' R' L' D F',x2,F D' U2 L R B' U,B' R U' F' R' D2 B F',F' U' L' D F' R2 D R D2 L U F,L' U2 F U F' U L2 B2 R D' R' B2 L',R' D F2 D' R B2 R' D F2 D' R B2,52
F D' F D' R2 F2 U' L' U' L2 D2 B U2 F D' U R2 L' D R' B U,x2,U2 L' F D2 B' R2,F R U' R2 U R,L D U B2 U' B' F D B L2 D2 F',R2 F2 R B2 D R' F R D' B2 R' F2 R2,B2 R' D F2 D' R B2 R' D F2 D' R,49
L2 B' L2 U2 F B2 U B F D' U2 L R2 B2 F D' B F L' D' L D,x2,L2 U' L2 D' R2,B' D R F U2 R' B,F L D2 U' B' U2 B' D2 L' F2 U' F,D' R D L D2 L B' L' B D' L' D R' D,,38
