method,total_solves,avg_total_moves,num_steps,avg_moves_per_step,num_algs,score
rand_8d177a55,10,41.7,4,10.43,0,0.008674
mut_9d8d8410,10,35.9,3,11.97,0,0.00592
rand_3e7c6228,10,35.9,3,11.97,0,0.00592
mut_2e1f9f5b,10,35.2,3,11.73,0,0.006522
mut_825aefd0,10,42.5,4,10.62,0,0.007934
rand_62498473,10,41.9,4,10.47,0,0.008505
rand_e031d031,10,41.4,4,10.35,0,0.009002
mut_045b58bb,10,44.3,4,11.07,0,0.006478
rand_faa6afb9,10,41.8,4,10.45,0,0.008589
rand_2b4c4526,10,52.8,5,10.56,0,0.006528
mut_ff980ad0,9,39.22,4,9.8,0,0.009491
rand_8e3762ad,10,41.4,4,10.35,0,0.009002
rand_de0d5bc4,10,41.1,4,10.28,0,0.009309
rand_159f2f8a,10,49.6,5,9.92,0,0.008847
mut_d10211b5,10,35.7,4,8.93,0,0.01797
rand_9d965ea7,10,44.8,4,11.2,0,0.006122
mut_97627979,10,41.5,5,8.3,0,0.019223
mut_bcdd6413,10,36.3,3,12.1,0,0.00562
mut_4f4d5238,10,43.3,4,10.82,0,0.007242
mut_c196d1e3,10,41.5,4,10.38,0,0.00888
mut_8baa8824,10,41.1,4,10.28,0,0.009309
mut_ab41f538,10,34.1,3,11.37,0,0.007588
rand_b76992b1,10,36.2,3,12.07,0,0.005689
mut_1312c4c1,10,35.3,3,11.77,0,0.006419
rand_b57c9b4b,10,41.1,4,10.28,0,0.009309
mut_e59fe0b1,10,41.7,4,10.43,0,0.008674
mut_d6d02316,10,43.9,4,10.97,0,0.006771
rand_adea49be,9,37.67,4,9.42,0,0.011447
mut_79764ef3,10,50.4,5,10.08,0,0.008189
mut_52b6a3c4,10,35.8,3,11.93,0,0.006013
rand_07a2d5e5,10,36.4,3,12.13,0,0.005553
rand_288965c4,10,41.0,4,10.25,0,0.009438
rand_92b8dc45,10,33.7,3,11.23,0,0.008055
mut_e48b2a0b,10,42.5,4,10.62,0,0.007934
rand_5eb6699e,9,41.67,4,10.42,0,0.007057
rand_5269d3c9,10,48.3,4,12.07,0,0.004264
mut_3816303d,10,46.3,4,11.57,0,0.005226
rand_c0139826,9,42.22,4,10.55,0,0.006638
mut_3b75232e,10,42.8,4,10.7,0,0.007652
rand_801ab648,10,43.6,4,10.9,0,0.006989
rand_2789209c,10,40.9,4,10.22,0,0.009568
mut_387f563a,10,42.5,4,10.62,0,0.007934
mut_c72bc578,10,44.0,4,11.0,0,0.006684
rand_a2f78626,10,40.6,4,10.15,0,0.009898
mut_83cb26e2,10,44.1,4,11.03,0,0.006599
mut_7e97103a,10,35.7,3,11.9,0,0.006087
mut_9db8a591,10,37.5,5,7.5,0,0.025703
mut_80992f88,10,43.1,4,10.78,0,0.007381
mut_123caca9,10,36.2,3,12.07,0,0.005689
mut_55aef4e2,10,41.9,4,10.47,0,0.008505
rand_ae674968,10,42.4,4,10.6,0,0.008011
mut_3766e2c1,10,34.0,3,11.33,0,0.007715
mut_32503111,10,33.3,3,11.1,0,0.008528
rand_332f0363,10,36.6,3,12.2,0,0.005404
mut_b658e2a3,10,42.5,5,8.5,0,0.017592
rand_2f332a6d,10,50.3,5,10.06,0,0.008268
mut_e8461092,10,46.4,5,9.28,0,0.012109
mut_d0053412,10,35.8,3,11.93,0,0.006013
mut_4495c333,10,40.0,4,10.0,0,0.010638
mut_ce715c83,10,41.2,4,10.3,0,0.009217
rand_9c05f850,10,38.8,4,9.7,0,0.012311
mut_0cf254a2,10,45.3,5,9.06,0,0.013489
rand_df283453,10,48.5,5,9.7,0,0.009849
rand_81656c3e,10,42.6,4,10.65,0,0.007829
rand_cb3bce3a,10,39.3,4,9.82,0,0.011604
rand_6386fde6,10,35.9,3,11.97,0,0.00592
rand_cc53e0ad,10,43.1,4,10.78,0,0.007381
mut_5fff49a4,10,43.3,4,10.82,0,0.007242
mut_f73c7d3b,10,50.8,5,10.16,0,0.007881
mut_a1626ce2,10,51.4,7,7.34,0,0.019124
rand_0c95038a,10,39.1,4,9.78,0,0.011845
rand_fb6c63ba,10,46.0,5,9.2,0,0.012595
rand_1a1270d4,10,48.5,5,9.7,0,0.009849
rand_fa971d6d,10,38.5,3,12.83,0,0.004259
rand_2e5d1018,10,44.2,4,11.05,0,0.006538
mut_bb1ba78d,10,41.8,4,10.45,0,0.008589
rand_375e3a57,10,35.3,3,11.77,0,0.006419
rand_6e08d689,10,40.8,4,10.2,0,0.009665
mut_b4991af0,10,47.5,5,9.5,0,0.010866
mut_750ea808,10,56.0,7,8.0,12,0.015528
rand_d767332e,10,47.4,5,9.48,0,0.010973
rand_e4b7699c,10,46.1,4,11.53,0,0.005319
rand_56fe3c0e,10,43.3,4,10.82,0,0.007242
rand_c42984c0,10,37.4,3,12.47,0,0.004872
rand_d3bd2431,9,34.22,3,11.41,0,0.006043
mut_ea690a26,10,44.3,4,11.07,0,0.006478
mut_eaade160,10,45.3,4,11.32,0,0.00581
rand_ffd83735,10,40.9,4,10.22,0,0.009568
mut_af90c5ca,10,43.2,4,10.8,0,0.007311
mut_b2642923,10,46.3,4,11.57,0,0.005226
rand_5483b4f0,10,42.7,4,10.68,0,0.007726
mut_2fd29e14,10,35.8,3,11.93,0,0.006013
rand_6f7974e3,10,39.0,4,9.75,0,0.012013
mut_e90369ce,10,35.6,3,11.87,0,0.006163
rand_629ac5d1,5,38.6,4,9.65,0,0.003154
rand_05974348,10,44.1,4,11.03,0,0.006599
mut_53def856,10,43.9,4,10.97,0,0.006771
rand_d28e5422,10,49.2,5,9.84,0,0.009198
mut_126ca20b,10,44.6,4,11.15,0,0.006257
mut_cc96e8df,10,34.5,3,11.5,0,0.007179
rand_2bb21aea,10,41.6,4,10.4,0,0.008792
mut_50d518b1,10,41.1,4,10.28,0,0.009309
mut_a6d6cfbb,10,36.8,3,12.27,0,0.00526
CFOP,600,51.69,7,7.38,0,0.018936
rand_706753c4,10,44.2,4,11.05,0,0.006538
mut_8a31ab48,10,35.8,3,11.93,0,0.006013
rand_3d32b4e6,10,41.0,4,10.25,0,0.009438
mut_a1b01b54,10,46.1,5,9.22,0,0.012472
mut_06079684,10,48.3,5,9.66,0,0.010044
rand_c87a7153,10,46.3,4,11.57,0,0.005226
rand_7c303b49,10,42.7,4,10.68,0,0.007726
mut_86e5ba09,10,41.9,4,10.47,0,0.008505
mut_5734f813,10,47.4,4,11.85,0,0.004659
rand_e10459c4,10,49.5,5,9.9,0,0.008933
rand_7fa44ad1,10,48.0,5,9.6,0,0.010344
rand_799daf4e,10,35.0,3,11.67,0,0.006689
mut_9c6134b0,10,30.3,3,10.1,0,0.013518
rand_27a1820b,10,41.7,4,10.43,0,0.008674
rand_aedc548f,10,48.2,5,9.64,0,0.010143
rand_fa990d4b,10,40.7,4,10.18,0,0.009762
rand_bd512d0a,10,44.6,4,11.15,0,0.006257
mut_ca961b27,10,39.8,4,9.95,0,0.010899
mut_24480f9c,10,39.5,4,9.88,0,0.011281
rand_a0cae602,10,49.5,5,9.9,0,0.008933
rand_bf36dbac,10,45.3,4,11.32,0,0.00581
mut_82e9ca9b,10,34.3,3,11.43,0,0.007393
rand_be06a626,10,33.3,3,11.1,0,0.008528
rand_51f85582,10,40.0,4,10.0,0,0.010638
mut_deac8ed3,10,41.2,4,10.3,0,0.009217
mut_121d48c0,10,44.0,4,11.0,0,0.006684
rand_316e9b05,10,49.8,5,9.96,0,0.008677
mut_ac6d46a3,10,37.7,4,9.43,0,0.014066
rand_216b3561,10,37.6,3,12.53,0,0.00476
mut_391e6421,10,46.9,5,9.38,0,0.011528
rand_26ccd11e,9,42.44,4,10.61,0,0.006459
mut_47d138aa,10,45.2,4,11.3,0,0.005863
rand_23fe01ca,10,40.1,4,10.03,0,0.010491
rand_8016971f,10,47.5,5,9.5,0,0.010866
mut_0138b3d4,10,42.7,4,10.68,0,0.007726
mut_d8faa44c,10,43.8,4,10.95,0,0.006835
mut_5ac88836,10,40.4,4,10.1,0,0.010138
mut_77cb72de,10,44.6,4,11.15,0,0.006257
mut_60578863,10,37.0,4,9.25,0,0.015362
rand_a630b494,10,45.1,4,11.28,0,0.005916
mut_12dc1adc,10,34.4,3,11.47,0,0.007273
mut_02cd3abb,10,39.7,4,9.93,0,0.01101
rand_3dc43f0f,10,36.3,3,12.1,0,0.00562
mut_1bda64b7,10,41.2,4,10.3,0,0.009217
mut_9e2ff64a,10,45.3,5,9.06,0,0.013489
rand_f0eed145,10,47.9,5,9.58,0,0.010446
mut_31ff38ad,10,40.8,4,10.2,0,0.009665
rand_82912e4a,10,41.2,4,10.3,0,0.009217
mut_6e4f8b0b,10,40.7,4,10.18,0,0.009762
mut_76345bb3,10,45.9,4,11.47,0,0.005451
rand_be9e123e,10,43.1,4,10.78,0,0.007381
mut_0c25fa7d,10,43.5,4,10.88,0,0.007056
rand_06315b91,10,41.1,4,10.28,0,0.009309
mut_eefad068,10,50.3,6,8.38,0,0.015463
rand_4a1387ec,10,45.7,4,11.43,0,0.005549
rand_99912b71,10,44.4,4,11.1,0,0.006396
mut_474efaf8,10,41.3,4,10.32,0,0.009125
rand_ef5f083d,10,40.3,4,10.07,0,0.01028
mut_20088c32,10,43.7,4,10.93,0,0.006899
rand_573726bc,10,48.5,5,9.7,0,0.009849
mut_be01f7dc,10,35.9,4,8.97,0,0.017606
rand_559e3cc7,9,41.33,4,10.33,0,0.007359
rand_8778dcc1,10,40.6,5,8.12,0,0.02073
mut_750dae63,10,49.7,5,9.94,0,0.008761
rand_6cbb9cb1,10,40.8,4,10.2,0,0.009665
rand_b8818265,10,41.5,4,10.38,0,0.00888
rand_74ed90f8,10,44.4,4,11.1,0,0.006396
rand_355e917e,10,42.0,4,10.5,0,0.008391
mut_cdf145f3,10,46.3,4,11.57,0,0.005226
mut_38bdc652,10,42.9,4,10.72,0,0.007579
mut_5c181c17,10,40.3,4,10.07,0,0.01028
rand_93a2da71,10,33.6,4,8.4,0,0.023
mut_1e211ca7,10,35.4,3,11.8,0,0.006339
mut_b4807298,10,42.8,4,10.7,0,0.007652
rand_4f134dd2,10,45.7,4,11.43,0,0.005549
mut_930eaeed,10,35.9,3,11.97,0,0.00592
rand_1ae4713d,10,42.3,4,10.57,0,0.008119
rand_c6fe0df5,10,39.0,4,9.75,0,0.012013
rand_4d4212fc,10,57.7,6,9.62,0,0.008539
rand_419b392b,10,47.3,5,9.46,0,0.011082
mut_7fed6b1e,10,42.0,4,10.5,0,0.008391
rand_4d9edd86,10,47.9,5,9.58,0,0.010446
mut_021293e4,10,40.2,4,10.05,0,0.010385
rand_6d73e9d9,10,47.0,5,9.4,0,0.011414
mut_ce8f995e,5,38.2,5,7.64,0,0.006166
mut_be136e1c,10,47.3,5,9.46,0,0.011082
mut_6c296ce6,10,35.2,3,11.73,0,0.006522
rand_a9b39093,10,40.8,4,10.2,0,0.009665
mut_81e38d69,10,43.0,4,10.75,0,0.007479
rand_8fda85e2,10,44.6,4,11.15,0,0.006257
mut_ac4733cc,10,40.0,4,10.0,0,0.010638
rand_71a3258a,10,47.6,5,9.52,0,0.010759
rand_5ab5fedf,10,41.5,4,10.38,0,0.00888
rand_9369f7b5,10,36.0,3,12.0,0,0.005848
mut_545c142c,10,39.5,4,9.88,0,0.011281
rand_cb4e8ac0,10,41.5,4,10.38,0,0.00888
mut_c46fd074,9,41.44,4,10.36,0,0.007257
mut_d00359a6,10,50.2,5,10.04,0,0.008348
mut_a6d20e46,10,49.4,5,9.88,0,0.00902
rand_b68f5d31,10,35.8,3,11.93,0,0.006013
rand_9ca3e12a,9,36.56,3,12.19,0,0.004396
rand_31796c7d,10,34.9,3,11.63,0,0.006797
rand_c9e844f1,10,41.0,4,10.25,0,0.009438
rand_b5de9ead,10,41.4,4,10.35,0,0.009002
mut_ed1e87b2,10,37.7,4,9.43,0,0.014066
rand_3f79b620,9,44.22,4,11.05,0,0.005294
rand_66b33956,10,42.7,4,10.68,0,0.007726
mut_43c06c0e,10,41.3,4,10.32,0,0.009125
mut_26bd41a4,10,42.6,4,10.65,0,0.007829
mut_7d942fa2,10,42.1,4,10.53,0,0.008279
rand_39effba7,10,41.9,4,10.47,0,0.008505
rand_4265c73d,10,34.6,3,11.53,0,0.007087
rand_a709dbf2,10,41.3,4,10.32,0,0.009125
mut_8426849c,10,42.0,4,10.5,0,0.008391
rand_4aec360d,10,36.8,3,12.27,0,0.00526
rand_c0839c08,10,36.1,4,9.03,0,0.017119
mut_714b4b11,10,50.2,5,10.04,0,0.008348
rand_815e8972,10,46.6,5,9.32,0,0.011873
rand_31cb6f1a,10,41.8,4,10.45,0,0.008589
mut_a17c591a,10,36.9,3,12.3,0,0.005198
rand_38ed4d9d,10,44.3,4,11.07,0,0.006478
rand_9c706696,10,51.0,5,10.2,0,0.007732
mut_085cb087,10,34.9,3,11.63,0,0.006797
mut_ec75b018,10,42.1,4,10.53,0,0.008279
rand_c6746e25,10,50.9,5,10.18,0,0.007806
mut_245a6450,10,41.9,4,10.47,0,0.008505
mut_586d5a0f,10,38.9,4,9.72,0,0.012185
mut_9d74612a,10,36.5,3,12.17,0,0.005469
rand_0526cf4b,10,36.0,4,9.0,0,0.017361
mut_d9dc01c6,10,33.7,3,11.23,0,0.008055
rand_80c45630,10,34.8,3,11.6,0,0.006884
mut_8c4cfbc8,10,40.2,4,10.05,0,0.010385
mut_6890e87e,10,42.2,4,10.55,0,0.008198
mut_425e5a90,10,41.1,4,10.28,0,0.009309
mut_56084a5e,10,37.2,4,9.3,0,0.014988
rand_6d30bc1c,10,35.8,3,11.93,0,0.006013
mut_a55358c9,10,35.3,3,11.77,0,0.006419
mut_58725f8e,10,42.6,4,10.65,0,0.007829
rand_a3b1b517,10,42.7,4,10.68,0,0.007726
mut_8f26e1ab,10,35.9,3,11.97,0,0.00592
mut_c8c961b6,10,50.5,5,10.1,0,0.008111
rand_beb7aa6d,10,41.3,4,10.32,0,0.009125
rand_590f9bc3,10,51.2,5,10.24,0,0.007586
rand_d837c7a3,10,35.6,3,11.87,0,0.006163
mut_e62a3b58,10,46.3,5,9.26,0,0.012229
rand_eac925cc,10,34.7,3,11.57,0,0.006973
mut_7508777c,10,44.8,4,11.2,0,0.006122
mut_1adf56b3,10,41.2,4,10.3,0,0.009217
rand_44d347ac,10,43.6,4,10.9,0,0.006989
rand_233aeb62,10,40.1,4,10.03,0,0.010491
mut_1aaf4798,10,43.1,4,10.78,0,0.007381
rand_2c9e7fe9,10,54.0,6,9.0,0,0.011574
mut_d4664f1a,10,45.1,5,9.02,0,0.013754
mut_466e0e73,10,39.9,4,9.97,0,0.010788
mut_52300250,10,45.6,4,11.4,0,0.005617
mut_60440f74,10,42.9,4,10.72,0,0.007579
rand_b7f6b9ff,10,43.7,4,10.93,0,0.006899
rand_66b7edeb,10,41.8,4,10.45,0,0.008589
rand_0cab5449,10,43.4,4,10.85,0,0.007148
mut_a2cfa951,10,40.5,4,10.12,0,0.010036
rand_3877fb1e,10,45.7,5,9.14,0,0.012971
mut_1665f208,10,43.5,4,10.88,0,0.007056
rand_d7eeb159,9,35.33,3,11.78,0,0.005179
rand_0923dc11,10,42.8,4,10.7,0,0.007652
rand_5210043b,10,41.7,4,10.43,0,0.008674
mut_47f00ed3,10,39.6,4,9.9,0,0.011166
mut_d0ca3981,10,35.9,3,11.97,0,0.00592
rand_7d8fb130,10,33.1,3,11.03,0,0.008792
mut_a1070d18,10,47.8,5,9.56,0,0.01055
rand_b56ada1f,10,36.4,3,12.13,0,0.005553
mut_964add93,10,35.4,3,11.8,0,0.006339
rand_0f2c2355,9,35.22,3,11.74,0,0.005263
rand_5a97909c,10,40.2,4,10.05,0,0.010385
rand_c16c22b8,10,42.3,4,10.57,0,0.008119
mut_756596dc,10,31.5,4,7.88,0,0.028442
rand_4f157857,10,42.0,4,10.5,0,0.008391
mut_1bdfc0b3,10,51.5,5,10.3,0,0.007373
rand_ca9303fe,10,42.6,4,10.65,0,0.007829
rand_625746d4,9,36.11,3,12.04,0,0.004663
rand_2c8ec170,10,48.0,4,12.0,0,0.004386
mut_ce5fa967,10,39.8,4,9.95,0,0.010899
mut_74210483,10,37.3,4,9.32,0,0.014834
mut_baf220cf,10,51.0,5,10.2,0,0.007732
mut_21f0cc64,10,49.5,5,9.9,0,0.008933
mut_56950668,10,34.5,3,11.5,0,0.007179
mut_9e114ce5,10,36.1,3,12.03,0,0.005777
PETRUS,250,50.94,7,7.28,25,0.019403
mut_c83e979b,10,49.0,5,9.8,0,0.009379
mut_3cb9b17b,9,39.0,4,9.75,0,0.009731
mut_e850eb8c,10,34.5,3,11.5,0,0.007179
mut_efb83aba,10,40.7,4,10.18,0,0.009762
mut_c2d52d70,10,48.3,5,9.66,0,0.010044
mut_2775ca6f,10,43.1,4,10.78,0,0.007381
mut_21679e74,10,34.0,3,11.33,0,0.007715
mut_3f59fefa,10,35.2,3,11.73,0,0.006522
rand_d583b0bb,10,41.2,4,10.3,0,0.009217
rand_06fd8e09,10,49.0,5,9.8,0,0.009379
rand_8ea3514f,10,43.6,4,10.9,0,0.006989
mut_e3707e82,10,44.6,5,8.92,0,0.014438
rand_59a08359,9,34.11,3,11.37,0,0.006145
mut_aadf86a9,10,35.0,3,11.67,0,0.006689
mut_5b14f471,10,43.6,4,10.9,0,0.006989
mut_7d1c75dc,10,46.2,5,9.24,0,0.01235
rand_c2317f62,10,45.1,4,11.28,0,0.005916
rand_93f9d611,10,42.8,4,10.7,0,0.007652
rand_1dbe2c2e,10,35.1,3,11.7,0,0.006605
rand_24600734,10,47.7,5,9.54,0,0.010654
mut_beb66657,10,43.4,5,8.68,0,0.016188
rand_40e03812,10,38.2,4,9.55,0,0.013252
mut_27526cf6,8,33.88,3,11.29,0,0.005023
mut_a3d1ae89,10,40.4,4,10.1,0,0.010138
mut_6bcc89b9,10,36.1,3,12.03,0,0.005777
rand_b4ed1b2e,10,38.8,4,9.7,0,0.012311
mut_3f73b185,10,38.7,4,9.68,0,0.012439
mut_df3ebb8a,10,43.0,4,10.75,0,0.007479
rand_fdb8bddd,10,35.6,3,11.87,0,0.006163
mut_9f963320,10,43.3,4,10.82,0,0.007242
mut_c839a05e,10,46.0,5,9.2,0,0.012595
mut_7fcf8ac4,10,50.8,5,10.16,0,0.007881
mut_430ecc02,10,43.6,4,10.9,0,0.006989
mut_798bed7e,8,33.0,3,11.0,0,0.005704
mut_0ade0dc3,10,41.1,4,10.28,0,0.009309
rand_6a523084,10,41.8,4,10.45,0,0.008589
rand_555e697d,10,40.4,4,10.1,0,0.010138
mut_e6a21318,10,36.1,3,12.03,0,0.005777
rand_0b8a55c9,9,46.11,5,9.22,0,0.0101
mut_2bda2b37,10,43.9,4,10.97,0,0.006771
rand_d5b14e13,10,34.5,3,11.5,0,0.007179
rand_f0636d6c,10,42.6,4,10.65,0,0.007829
rand_00ac8f1b,10,43.2,4,10.8,0,0.007311
rand_d29777a7,10,37.4,3,12.47,0,0.004872
rand_516757f9,10,40.0,4,10.0,0,0.010638
mut_8a09d581,10,43.3,4,10.82,0,0.007242
rand_0645d214,10,41.9,4,10.47,0,0.008505
rand_8af092be,10,42.1,4,10.53,0,0.008279
rand_d3e09b1d,10,41.4,4,10.35,0,0.009002
mut_a1e2597e,10,47.2,4,11.8,0,0.004755
rand_2fccb903,10,46.2,5,9.24,0,0.01235
rand_8e6c8b32,10,35.0,3,11.67,0,0.006689
rand_789e3eab,10,37.1,3,12.37,0,0.005061
mut_13398478,10,39.1,4,9.78,0,0.011845
mut_51a76f48,10,40.5,4,10.12,0,0.010036
mut_69cec116,10,40.7,4,10.18,0,0.009762
rand_750a2b1a,10,47.1,5,9.42,0,0.011303
mut_cfbf9d64,10,41.9,4,10.47,0,0.008505
rand_d0210c93,10,38.6,4,9.65,0,0.012617
mut_cc9649aa,10,37.0,3,12.33,0,0.005137
rand_b11d00ba,10,43.3,4,10.82,0,0.007242
mut_be09c3aa,10,43.9,4,10.97,0,0.006771
mut_2b247061,10,44.1,4,11.03,0,0.006599
mut_6ad95fc6,10,40.4,4,10.1,0,0.010138
rand_ff4bcd66,9,39.56,4,9.89,0,0.009089
mut_97f54dcd,10,38.8,4,9.7,0,0.012311
rand_fed17f38,10,39.8,4,9.95,0,0.010899
mut_5a129f14,10,45.3,5,9.06,0,0.013489
mut_14548976,10,44.8,5,8.96,0,0.014161
rand_5e90f298,10,40.9,4,10.22,0,0.009568
rand_13fa6e49,10,41.4,4,10.35,0,0.009002
rand_d60702e4,10,39.6,4,9.9,0,0.011166
rand_8ecffc6b,10,41.6,4,10.4,0,0.008792
mut_9e2e4e0e,10,48.3,5,9.66,0,0.010044
mut_6e517683,10,45.0,4,11.25,0,0.005991
rand_ca1cee00,10,44.6,4,11.15,0,0.006257
mut_73489e97,10,35.3,3,11.77,0,0.006419
rand_cd19cdb8,10,32.5,3,10.83,0,0.009614
rand_aaef4efb,10,42.4,4,10.6,0,0.008011
rand_3f348fe9,10,50.5,5,10.1,0,0.008111
mut_66e4300a,10,40.7,4,10.18,0,0.009762
rand_97102351,10,44.4,4,11.1,0,0.006396
rand_07e8aa31,10,41.1,4,10.28,0,0.009309
mut_3e1a47da,10,36.0,3,12.0,0,0.005848
rand_5b6ba01e,10,45.8,4,11.45,0,0.005499
mut_15879670,10,41.4,4,10.35,0,0.009002
mut_dfe5dbd1,10,43.4,4,10.85,0,0.007148
rand_00568717,10,42.4,4,10.6,0,0.008011
mut_96e32273,10,51.1,5,10.22,0,0.007659
mut_450431e7,10,41.8,4,10.45,0,0.008589
mut_84aed54c,10,46.2,4,11.55,0,0.005272
mut_37b1b4d4,10,45.1,4,11.28,0,0.005916
rand_352d65b8,10,51.4,5,10.28,0,0.007443
mut_7f95ac77,10,43.3,4,10.82,0,0.007242
rand_fbd28ba2,10,37.0,3,12.33,0,0.005137
rand_1e982a67,8,33.38,3,11.13,0,0.005388
rand_f07f73de,10,48.1,5,9.62,0,0.010243
mut_16a038e1,10,40.3,4,10.07,0,0.01028
mut_671de398,10,45.5,4,11.38,0,0.005668
mut_67334b8d,10,34.2,4,8.55,0,0.021494
rand_10102550,10,39.6,4,9.9,0,0.011166
rand_269c7c5f,10,42.4,4,10.6,0,0.008011
rand_8ef5791c,10,46.3,5,9.26,0,0.012229
