method,total_solves,avg_total_moves,num_steps,avg_moves_per_step,num_algs,score
mut_3a23c8cc,20,35.7,3,11.9,0,0.006087
mut_2be83a2b,20,41.9,4,10.47,0,0.008505
rand_16b1f91e,20,36.7,3,12.23,0,0.00534
mut_d4286838,19,44.63,4,11.16,0,0.006231
mut_779e8df2,20,43.1,4,10.78,0,0.007381
mut_3f530e0e,20,40.75,4,10.19,0,0.009713
rand_755b188c,20,43.15,4,10.79,0,0.007346
rand_a820de80,20,33.7,3,11.23,0,0.008055
mut_1d2d3243,20,44.3,4,11.07,0,0.006478
rand_213cc566,20,43.05,4,10.76,0,0.007444
rand_957417d8,20,50.25,5,10.05,0,0.008308
rand_f392d5e0,9,34.0,3,11.33,0,0.006249
rand_981f3ca2,8,38.5,4,9.62,0,0.00819
