scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,L' D2 F U B' F2,L2 B' U2 L F L' B L2 F2,D U' F2 D F' D' U L D' L2,U F' U L2 D F' D L' D F2 L' U2 B' R',L2 F' D' U L B2 L' D U' F,49
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,L' B2 D2 B U' B',F' R' D' F' R2 D L' R' U L,F2 U B L' U' F2 D F D2 L' D' F' D2,D2 B' U' L D' L D' U B' R2 U F' U' R2,L' B' F U B2 U' B F' L B2,53
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,R' F D B' D',L' R' D U' R' D' L F R2,U' R' B2 U' B2 R' U2 B L' U B2 R U2,R2 B D B D' B' D' B' R2 D' B D' B' D2,L B' F U B2 U' B F' L B2 L2,52
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,B R D2 U2 B' R U' R2,U' R2 D' B' R2 D2 B' D2 U F,D2 U' R' D U' B' D2 U2 F2 D',L D' L' F2 R2 U' R' U R' F2,B R' U' L' U L R B2 L2 B' L B L B,52
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,F2 L2 B U B2 F' R',L' F U2 L' U2 L2 D R D' F',L2 B2 L F R' D' L2 B2 L' B' R' F2 R2 D2,R' D L' D L2 B2 L' D' R D R2 B2 R2 D2,F' D' U L B2 L' D U' F L2,55
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,R U' R2 B U' R F',L B2 L' D2 R' D2,D U2 B' L' D L' U' F' U' R F' D2 R2,L' R2 B2 D B' U B D' B2 U' L' B' L2 R2,F' D' U L B2 L' D U' F L2,50
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,B2 R' B L2 F' R,D B U F' U' B' D',U2 R' F2 U' B R2 F2 D' B2 L' B L' R U2,L2 D B D' L' R' B U' B U B2 L' R,B' L2 D' U' B2 R' U2 R B2 D U L2 B L2,54
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,B2 U2 B D2 U L' D2,B D L2 D B2 D R2 U2 B' D,L U' B2 L B U' B' L' D' R2 D L' B,F2 R' U2 R2 F2 L2 F' R' F D' L2 D2 B2 L D2,D' U B2 D U' L2,51
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,D' L B' U2 F' R',D2 U2 B2 L B2 L2 U2 R F2,B' U2 F2 D2 L D2 R' F2 U' B2 R B' L',R U2 L2 F' L' D' L U2 R' B R' B' D2 B' R,B R' U' L' U L R B2 L2 B' L B L B,57
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,B R F2 U2 L D' B,B' U R F' D' U2 B' U R,L' B' D U2 F L D2 B' R D L' U L2 U,L R2 B U B U2 R2 U B U' R2 U B2 L' R2,L' B' F U B2 U' B F' L B2,55
