scramble,orientation,step_0,step_1,step_2,total_moves
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,D2 B' U' B R2 D L F L,R' U L F L' D2 F L2 D R' F' R D R',R U' R' U' R2 D B U B' D' U' R2 U2,36
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,B L2 F2 D2 L R2 B' L2 U' L,R U2 B' L' D B L' F' D2 L B L U2 B',F' D' R2 U2 F2 R2 D2 L2 B2 D' F,35
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,D' B' R' B2 D2 R2 F U',L2 R F D U' F2 U L B D L D2 R2 U' B',F2 D U' R F2 R' D' U F L2 F,34
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,L' U2 B U' B' R' B2 D R',U R U L' D' F' R F D' R D L U' B2 R',F2 D2 B' F' L' F L B D2 F' D' F' D,37
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,D2 L' R' U' B' L' D' L' B,B2 R2 D L F2 R' D' R' D B U' B2 R B2 U2 L',D2 B F L B' L' F' D2 B D B D' B2,38
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,D' B2 R' B2 F D' R B' L',U L2 F R D2 L R2 D' R2 D L' D L B L U2,D2 B F L B' L' F' D2 B D B D' B2,38
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,L R2 U F' D U R2 B,U L' F D2 B2 F' U R D' U' B L2 U L' U B2,D' L R' B D' B' L' R D F,34
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,B2 D L' D2 R' F2 U L2 D2,D U' B F2 L' D2 B2 D' F' D2 R' D' F' D' R B',D2 F' U L' D' U B D R2 D2 B' U2 L2,38
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,R' B F2 D2 L2 D R' B U,U R' U2 R' F R F' R2 U' L2 F L2 U' B2 U2 R,R2 B L R' U' R U' L' R B R,36
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,B' D2 R2 B2 F2 R' U' L',U2 B' U L' D B' U' F D U2 R' B' D R D2 F,R' D' B L2 D2 L2 R2 U2 R2 B' D R,36
