scramble,orientation,step_0,step_1,step_2,total_moves
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,D L D2 R' D F2 D,B' D' B2 L' U' F D L' U L' R2 U R2 B,D R' B2 U2 B2 D U' B' D2 R2 U,32
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,L2 F2 L2 D' L D' L',R2 D B2 F2 R' F' R B' F' D' R2 U' B R2,B D' F' U' B2 F2 D2 B F' R' B D B',34
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,L' D R2 B2 D B U2,U R' B L R2 B' D' B L' R U B R B2,L' R' B D' B F' R B2 F L R,32
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,U L F' L D U2 R' D2,L2 U2 R2 F U R' D B2 L D' L2 R2 B R',L' F D' U L' B L' D' U B2 D2 U2 F',35
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,R D F U R2 U',R2 U2 B' U' L2 B L' D' L' R' U B' U2,F L' B' F U B D' U B D U' L' F2,32
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,F2 R2 D' L F2 U2 R B',B' D2 R' D2 R F' U2 L D2 B U2 B U R2,F2 L' F' L B' F U' B L F2,32
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,B L2 F' L F2 U R U2,B' D2 L' D' R2 D2 L' F' D R' U R B F',R D' U2 F L' B' F U B F2 D U2 R',35
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,R2 F2 L D' B F U,R2 D' F R D' U2 L2 D2 B U R' U R',B2 D U L2 F L2 D2 R2 B D U',31
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,B R2 B2 D2 U2 R U' L',L F D L' U F' L' B R2 U B' R B' L,D U2 B F' U B' F R' U B2 D' U R2,35
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,D B L' B2 L' B',B2 R D' B R D' U' B2 R B F D L B,R' F2 L' B' U2 B2 F2 D' B' F L' F L F2 R,35
