scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,L B2 D F R' D,F U F2 D' F U' L U,B2 D' R D R D B D2 R2 D R B',B L B2 D2 F L' F' D2 R' B R B2 L',B R B R2 F' U' B' U B F R2 B2 R',52
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,F2 L' U' B' F' U',R' B U2 L' U L2 U R,U R D U' B2 D' R' D' R D R B',D U' B F' L B' L' D' B' D F D' U,B R B R2 F' U' B' U B F R2 B2 R',52
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,B' U2 L2 F R D',L' F' D F L2 F U' F',R U R U B R D' R D B' U' R U' B2,U2 F' U B2 U' F U B2 U,,37
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,D L R B' D U,B' U' R' F D U2 R F',B2 U R2 B' U' L' U R2 D2 U' L' D2 L2,U' L' D L D' U2 B' D' B D U',B R B R2 F' U' B' U B F R2 B2 R',51
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,F2 R2 B' D2,L2 F2 D2 L D' R2 F2 U,U L2 F2 D' F' D F' L' U' L' R B U',B' D' R' B2 L' B R B' L B2 D,,36
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,B2 D2 U L B U',L' D' R' B2 R D2 L2 D',B' F' U B U2 B2 U B' U' F R2 B' R,U' L U L' B U B U' B L' B L B,,40
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,U R2 F' D' L B2 F' U',F' D2 L2 U2 L2 D' F L',U2 R' D B R' F' U2 F R B D' R2 U,R2 U2 R' B D B' D R U2 R' D2 R',B R B R2 F' U' B' U B F R2 B2 R',54
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,D2 R' D U2 L D' U',D2 L' D2 B F' D F,B2 U2 B2 U F' U F U' R B2 U2 B R,L U L2 D F L2 U L2 F' D' L2 U' B' L',B R B R2 F' U' B' U B F R2 B2 R',54
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,U2 F' L' U' F L' D,B2 U' R B2 L2 B' L' U',B R B R D' B' R' B F2 U' F2 D,D' U B' D B D U2 L' D' L U,B R B R2 F' U' B' U B F R2 B2 R',51
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,B2 L2 F L2 U' R2,B' U L' F2 L' D F2,R2 B2 U' B' R' B F R F' R B U,D' R2 D2 U' B' U B D2 R2 D2 L B L' B' D',B R B R2 F' U' B' U B F R2 B2 R',53
