scramble,orientation,step_0,step_1,step_2,total_moves
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,L2 F D' F2 U2 L B D2,L2 B2 L D' B R2 F2 U' L R2 B' L,L' B2 D' B D2 R2 B L D B D2 B2 R2 D' B,35
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,L' D' F L2 R' D R D',R2 U' L' U2 F2 U' R U L' U' R B D B2,U B2 R U R' B U2 F' L B L U' F,35
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,F D' R F' R' F2 U2,R' D R B2 L2 U2 B' R B' U' R' B' L2,F' R' F U B R2 D' R2 B' U' L F' R F L',35
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,L' B' D2 F U' B2 F2 U2,D B L2 F U B U2 R F' U' L2 B D',D U L2 B' R2 F' U' B U' L D2 L D F' U',36
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,F' L B2 D2 L2 B D2 F2 U,R2 F L2 D F2 D2 R2 U L B' L' B',B L2 D2 F2 D' L2 D2 R D B2 D' R2 B2 U' B' D,37
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,U2 R' B F D' R U' F,R2 B2 U2 B' D' B U2 B2 R2 U' L U,B2 U B2 U' L' D L F2 U F2 L U' L' D' U,35
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,D2 B2 R D B U L2 D',B R D' B2 R2 U L2 U2 R U' B L2 B U2,U' B U2 F' D' B D B' D L2 D' F U B2 U2,37
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,D B D2 L2 R F' U2 L2,D B L R F' D' L' F' D2 L2 U B2 U' R',B' L' U' L' D' U2 R' U' R U B2 D U L' U2 B,38
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,U2 B L2 F U' B' U R',F R' U2 L D2 L2 R' B L2 R2 B2 U' L,U' F D2 B R2 B' R' F2 U' F' D2 L' F2 R' U R,37
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,B' R U R2 F' L U2 F2,R' F' U R' F R2 F' L U B U' F L U',D F U2 F U' F2 L' F L U L2 U L' U F' D',38
