scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
U R2 U' R' F2 U' B' D' R U2 L' D U L B F2 D R' B L B F' D L2,x2,U' B2 L F D F2,D R2 B' F L' R2 D' B R U2,D2 F' U L R2 U L' R2 U' F D2,R' B' D2 U F' U' R' F' R F D2 B R,,40
B' L2 R B' L' D' L2 R' F' B' D2 L' R D2 L' F L B R2 B' D B2 U2,x2,D2 L B U R2,F' U L2 U R' U' L2 R F,L2 F D L2 R2 F2 L2 R2 D' F' L2,R' B' F D F' R2 D R2 D2 U F2 U' B R,B R' U' L' U L R B2 L2 B' L B L B,53
R' U2 D R D' F' R' F R U B D2 F L2 D' F2 R U2 B R F U' B' F,x2,L2 B' R' F,L' R2 U R B U' L R2,R2 U2 B F2 L' F2 L B' U2 R2,B' D2 F R D2 L' F' L R' F2 R F R2 B R2,,37
F2 R D U R' U' R' B R' L D R' U L' U L' F' B' R' F' U,x2,R D2 F L2 U',R B2 U' B L2 B' U L' R',B2 L' D' B D L2 B' L2 B2 L2 B',R2 B' D2 B' L' D' L B2 R' U R' F U',,38
B' D' F' L R2 D' L' D2 B R' D B2 F' D2 B D2 U L' R B D2,x2,B2 R2 D' B' R U,D L2 U2 L' F U2 L' D R D2,B' L D B' U' B L D' U L' B,U' F L2 R' B L' B' U L2 R F' L U' L' U2,B R' U' L' U L R B2 L2 B' L B L B,56
F' R B D B R' U2 R2 U2 L' R' F' R F L' F B2 R' D R2 U' B',x2,B R F D U',D2 R U2 R F D2 L2 U2 L,L' B2 L B2 U2 L2 U' B U2 B' U,F2 U B' F' L D L D B F2 U' F D' R2 D',B R' U' L' U L R B2 L2 B' L B L B,54
R2 B R2 L' F' D2 R F B D' R B' U2 L2 D2 U2 B2 F' L' U R' U2,x2,L2 F' R2 B' D2,D F U' L' U F' D',F' D2 F L2 D F' D R F2 L2 F' D2,F2 U F2 U' B' U F2 L' D2 F D2 L U' B F2,,39
L' F2 U2 R' L B U L2 B2 D R D L' B2 D2 R2 D2 L2 B' R D',x2,B2 D L' B2 F' D,F2 D' L' R D L' B' F2 U',R' U' R B2 F U F' U' R B2 R' U,B D R2 U R2 D' F2 D2 R D' F2 R' U' R D' B',,43
D L D' B D2 L2 D F2 U R' F' U' D' L D U' R2 B2 L2 U' B2 U' R' D F,x2,F' L' U' R' B L' D2,B2 R' F2 R B L F2,D L2 U2 B2 F L' F' L2 B2 U2 L2 D',F2 R2 F' U' F2 U' L2 F2 U' F2 L2 U2 F' R2 F2,B R' U' L' U L R B2 L2 B' L B L B,55
D2 U' B' L' B' U' R' F' U' B2 F2 L' D2 F2 D' F2 L' D U2 R2 D,x2,D' F2 L B F',F' L2 B U' B' U2 L' B' L' F,U2 B' R' F' L2 F2 R2 B' R F' R2,R2 D' R B' F' L U L' F' L2 U' L2 B F2 R,B R' U' L' U L R B2 L2 B' L B L B,55
