scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,U F' D' B' R' B U,D2 L' R' B' D' L D L' D' R,B' D2 R2 D2 R D2 F' R B R2 F R',B' L2 D' B' D L2 U B D' B' U' B D L2,,43
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,B D L F D' R2 F',D' L2 F' L2 F' L' F2 L' F D,R F R D2 B' D2 R' F' R',U L2 B' F2 R B F' U' F' L2 U',,37
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,F' U F L' B2 U B',L2 U' F2 D2 B D B' D U,D2 B L2 U' F2 U L2 B D B2 D2,L2 U L B2 L2 F2 D B' D' B' R2 F2 L' U',U' L U2 L2 D' U' B' U B D L2 U' L',54
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,R2 F R' U R' D2 R',U' L2 F' L2 D' L' F' D U L,U R U F2 L F' R' F L' F2 U2,R2 B' U B F2 R2 B D' B' R2 F2 U' R2,U' L U2 L2 D' U' B' U B D L2 U' L',54
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,R D2 U2 F2 L F U',U' B2 F D' B D B2 L2 U B',B U B' U R' U2 B' R' B R,L U' L' F2 L2 B2 D' F' D B' D2 B' F' U,,41
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,D' L F D2 L F2 U',F' R2 F2 U' F2 U R' U2 F R',B2 U2 R' D' R2 D2 B' D' B U2 B2,R2 B F' L B' L B' F U' B U' R2,U' L U2 L2 D' U' B' U B D L2 U' L',53
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,L2 D' L' B' U2 R2 B,B' F D2 F R' B U' R' F2 R2,D U B' D' R U R' D U2 B D',L2 U B F' L' D2 L B' F U',U' L U2 L2 D' U' B' U B D L2 U' L',51
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,D R2 D2 B2 U' R',R' D2 L' B F' L2 F L2 D2 R F,D B D' U2 R' D U2 B' D',B2 R' U2 R B' L2 B2 F' U' L2 U B' D2 B2 F,,41
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,U B2 L' U' L2 U' B,B F L2 D B' F' U' F U L2,R F2 D2 L' B2 L D2 F' R' F' U2,D' B U2 F' R F' D2 F' U L F' U B D' L',U' L U2 L2 D' U' B' U B D L2 U' L',56
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,D2 F' L U' R B D2,R' D' L' B L B' D2 R D',U' F R' D B2 R' D B D2 R2 F',L' B D2 B U F' R2 B F U' B F' D F L',U' L U2 L2 D' U' B' U B D L2 U' L',55
