scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B' L2 R B' L' D' L2 R' F' B' D2 L' R D2 L' F L B R2 B' D B2 U2,x2,D2 R' D F' U2 L R2 B2 U2 F,B F R' B' R U' L' D' L U F',D' R' F2 U' B2 F2 D B2 R D,U' R' U2 B2 U2 R' B2 D' U' R2 D,L' B2 R2 D R2 B2 L2 U L',51
L' F2 U2 R' L B U L2 B2 D R D L' B2 D2 R2 D2 L2 B' R D',x2,R2 D' B2 D' B2 F' L2 U' F U',R' D B D' B2 D B' D' R B2,F' U2 R D2 U2 L' D2 F,R2 B R B' L R' U L' B' R2,R B' U2 B L R' U' F2 U L',48
U R2 U' R' F2 U' B' D' R U2 L' D U L B F2 D R' B L B F' D L2,x2,U' L2 R B' D F2 R F L',D' R D' R2 B' L2 U2 R F' L2,B L' B' D2 R' B' R B D2 L,R2 B L2 R' F L2 R2 B' R' B' R2,L U' F2 U L' R B' U2 B R',50
F' R B D B R' U2 R2 U2 L' R' F' R F L' F B2 R' D R2 U' B',x2,F2 U B2 L B L2 U' F2 U F2,L' D' L R' B R,U R' D U' B D',D B2 U R B F' U' B' F U' B2 D',F' D' U L2 D U' F',41
R' U2 D R D' F' R' F R U B D2 F L2 D' F2 R U2 B R F U' B' F,x2,U' B D2 L' D' B L D U',U' B2 U' B' U2 F R' U' B' U F',L F' L' R B' F R B F' R',D' L R' B D' B' L' R D F,L U' L2 B2 R2 D' R2 B2 L,49
B' D' F' L R2 D' L' D2 B R' D B2 F' D2 B D2 U L' R B D2,x2,R D' B R' B' F' L' R D' U',U2 R2 B' U B R2 B2 U B U' B U2,R2 D U' B2 U' R D U' B' D2 U',B U2 R' B R D2 U2 R' D' R D2 B',F' D' U L2 D U' F',52
R2 B R2 L' F' D2 R F B D' R B' U2 L2 D2 U2 B2 F' L' U R' U2,x2,D2 F2 R F U' F R' B U2,D' L B2 L U R2 U' F L2 B' D2,D2 R' B2 D2 F2 L' U2 F2,L B2 F2 R' B R B2 F2 L' B',B D2 B' L' R D F2 D' L R',48
D2 U' B' L' B' U' R' F' U' B2 F2 L' D2 F2 D' F2 L' D U2 R2 D,x2,F R D' R D R' D' B' L' U F2,U2 F R' U F L' U2 R' B' U' L B2,L B D L' B' L' D' L' B D,R' F U R F2 D U' R2 B' D' F' R,L' R D F2 D' L R' B D2 B',55
F2 R D U R' U' R' B R' L D R' U L' U L' F' B' R' F' U,x2,U' B2 L B F2 D2 L' F' U' B',R2 U B2 R2 U' B U R' B' U B2,R B2 R B F' U' B F R',L' F' D F L2 R2 B' L2 R2 D' F L,L' B2 R2 D R2 B2 L2 U L',51
D L D' B D2 L2 D F2 U R' F' U' D' L D U' R2 B2 L2 U' B2 U' R' D F,x2,L2 B F2 L2 D2 U L2 R U2,B2 U2 L F2 R' F U' F2 L' U' B' R2,B' R2 U L2 R2 D' L2 B,B' U' F' R' B F' U B' F2 U B,L' D' L D U B2 D2 B' D B D B2 U',53
