scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,F U' F' D2 L2,D' F2 L2 F' D' F2 L' F,R2 B' L2 R2 F L2 R2 B R2,B' U2 R U' B2 L' D L' F2 D L D B' L,U' B' F R2 B F' U',43
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,L D B' L' R2 B',D2 R2 B U' B2 U2 R2 D2,R' B L2 F R2 F2 L2 B' R',L2 R' F' L B' R U' R' B R U L2 U L',F2 R F' R' F' R2 B U F U' B' F' R2,50
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,U' B F' R2 D L2 B,U F2 L2 U F' L F',R' F2 U B' U' F2 R,B L2 B' U R B' L R D B' L' B R2 U2,D' F2 D L' R F' U2 F L R',45
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,L U2 L2 F' D',R2 B D R2 U' B D B',U2 R' F2 D L2 D' F2 R U2,L R' D R2 D' U2 F' U' L F' L2 U' R U,U' B' F R2 B F' U',43
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,D2 L D2 U L2,D' F2 D2 L2 D' L' F2,B R' B2 U2 B' U2 R U B2,B2 U' R2 U B U2 B' R' B L F L' U' B,D' F2 D L' R F' U2 F L R',45
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,U' L' D' R2 B2 R,F2 L U' F2 U,D2 U L D' U' L' D L' D2,B2 F' D F D R D2 F' D' F2 U' R' U R' B2,D' F2 D L' R F' U2 F L R',45
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,D U2 F U' R F',B U' R D2 U B',R2 U2 R B U B2 U' B' R,R2 B U R2 B2 U B' L' B D B2 R2 B' L R2,F2 R F' R' F' R2 B U F U' B' F' R2,49
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,D F' R D2 F U',R2 D R' B' R' F2 L' F2,B' D F R' F' D' B,B2 R D' R2 D B2 L F U' L F2 L' U' L' U,F2 R F' R' F' R2 B U F U' B' F' R2,49
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,F L F2 D2 F2 R',L' F L B2 D R2 D' B2,D2 U2 L U' L' D2 U2,R' U L U' R U2 B' R' F2 D R D' R B L',L' D B2 D' L R' B U2 B' R,46
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,R' U B' D U L',R D U2 F D L B2 F',R2 U' L' D R B L R U',B L' R B' D2 R2 D2 B2 D' R D' R B' L U B,L' D B2 D' L R' B U2 B' R,49
