scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,D R' U,F2 D' U2 L' F' L' B2,B' D' L2 F' L U F2 L U' L R',B R' B2 R U F' D' R2 D F R U' B2,F R' D B F' R' U F' R U' B' F R D',48
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,F' U,U B2 L D L2 D B D,L2 B' F' D' L' U2 F' R2 B' R2 U' B2,B' U2 R U' L U L F R D F2 D L2 B2,U' R' B F' U2 B' F R' U,45
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,B2 F' D,D2 U F' D2 R' U',L2 B2 F' L' U B2 F' D2 L2 F' L' F R,R B R2 D U' B' D' U L' D' L R2,U2 L2 D2 B R2 D2 L2 F,42
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,L' F,B2 L D L B2 U2 F' U,F' U2 L2 D F D' L2 U F' L F2,U2 F' D2 U' L F' D' U L B' D' F U2,F' L2 D2 R2 B' D2 L2 U2,42
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,B2 R F D2,R F' D' U' B' F L,L2 B R2 U F2 U B' R' D L' U' L',D' U B2 R B2 D2 B2 R B2 D' U',F R' D B F' R' U F' R U' B' F R D',48
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,L2 F,F U' B L2 D2 R' D' U2,D B U' B F2 D L F2 L' F' L,L2 F' R D' F D L2 R2 D' R' D R' B R2,R' U R D B2 U' B' U' B U2 B2 D' U',48
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,B' D F,F R2 U' B' L2 R' D',R2 D R2 B' L2 B U L B' U2 L2,D R' F D U2 L U B' L' U F' D B D2,B' L' D' U B R B' D U' L,45
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,F R' F D2,R' D2 U2 F' D2 U2,B R2 F2 L F2 R' B D F' R' U' F,U F D2 U' R D R' U' B2 D2 U2 F U' R',,36
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,L2 D2,R' D2 U2 B2 L' U2 L',F2 D R2 B D2 B R2 D R F2 L2,B' L' D' R' D2 R D R D2 L R' B' R2,F R' D B F' R' U F' R U' B' F R D',47
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,B' L',R' D2 L' B2 F R D2 L2,B' D F' R2 B2 U2 L B' R' F R2 U' R,B2 U R' D U' R' B' D B R B D R' D2 B2,F R' D B F' R' U F' R U' B' F R D',52
