scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
U R' U2 B2 L2 U' F L R' F' B2 D' B F R' D' L2 B' U' F' D F2,x2,F2 R' B U F2,B U' F2 D' R F' U F',L2 B' L2 D' U B D U' L B L2,F2 U2 R' U2 F U B' R D R' B U' F,D L R B2 R2 B' R B R B2 L' D' R',50
R' D U' R2 D U R L B2 R' B F' U F' R' B' R2 U' B2 D U',x2,D' F' L R F D,B F' L' D L' B' F,F2 R2 B D' R F2 L2 B2 U' L U B' U',R2 D F2 D' B2 R' D F2 D' R B2 R2,D L R B2 R2 B' R B R B2 L' D' R',51
B' L2 B R' L' U2 F' D F B R2 B2 D U L R' F2 R B2 U,x2,D2 F' L' U' F,R2 U L R2 B2 U L' U' B',B D2 L' D' U B U2 L D' U B2,U F' R' D2 R D' R' F' R' F D' R F U',R B' D' U2 F D U F2 U B D' L2 D R',53
L2 B' L2 U2 F B2 U B F D' U2 L R2 B2 F D' B F L' D' L D,x2,B' D' R B' U,B L' U F U2 B F' U',F' L' R' D2 B' L R F2 L2 F',D2 L2 B2 R U2 L' B2 L' D2 F2 R2,R' D' R' B L2 D B' R' B D' L2 B' R2 D,48
L U' B2 D R' U L D2 F' L2 B2 L U' B2 D2 B' L' D2 B' D2 U2 R B2,x2,R' B U L2 F',L2 B F' L D2 L' F L2 B2,F' D L' D2 L B' F D' B2 D L' B,F U L' U' F' L2 D L D' L2 D2 L D' L',U' R' U' B U R U' B R' B R B2 U2,53
F B2 D B L F' B' L' U' D' R' F2 R2 U2 R2 D' R F2 R' U,x2,D2 R F' L2 F2,L2 D2 L2 B' D' B L D2,D L D' L F' R D' R' B F L2,D2 L D2 L' F' U' B' D B' U F U' B2 U,R' D' R' B L2 D B' R' B D' L2 B' R2 D,52
F' B L' B D' L' D B2 D R' L' B' D R2 U2 D2 F2 B D' R' L' D F',x2,R2 D' R' F',D' B' R2 F R' D R',R' F D' F2 L2 B2 L B U' F R' U',B2 F L B' R2 U' R2 B L' B2 F',U' R' U' B U R U' B R' B R B2 U2,47
F D' F D' R2 F2 U' L' U' L2 D2 B U2 F D' U R2 L' D R' B U,x2,F' U' B2 F' R',L2 B F' L D' L2 B F L',B U2 F' D' B F2 R' B' F' U L U,D' U' L D2 B R' B' R B' D2 B L' D U,L2 U2 L' B' L F' L2 B' L' F' R' D2 F2 L,54
L2 R2 F' U R' L2 D R2 F' R2 F2 D' B' U D F2 B' U R B' D2 F',x2,U F D',U L2 B' L B' L U' B2 L',B' R2 D U' L' F' D' U L R2 B,U F' R' D2 R D' R' F' R' F D' R F U',F R' B R F2 U2 F2 D R D' R' F2 U2 B' F,52
B' D B' F' U' D' R' U' R' D B' U2 R L' D2 R D' L R2 F2 B R,x2,U' F D U2,L' R' U L' B2 U R B',L' U' L B F' D' B' F U L,R F' R' F' D' L B D' B' L' D2 L' F2 L F',U' R' U' B U R U' B R' B R B2 U2,50
