scramble,orientation,step_0,step_1,step_2,total_moves
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,F2 L D2 L B' D2,U R2 F' R' F2 U2 B D2 F' D2 R' F',R' D2 R U B L2 B' L' U' F' L2 F' L,31
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,L B' D2 L' U2,L2 R2 U' F L2 D' F' L' U2 F' L F D B',F2 U' R' D R U F D F' D' F,30
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,B L' B,U R B L F2 R' U2 F' D2 F2 D R,R U' R B L' R D' L R2 U R',26
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,F R B' D' F2 L,F' L U2 R2 D' U' F R2 B R D' U F2,D2 B2 R2 F D U' R' B2 L2 D U,30
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,R U L F2 U2,B' D R U B2 L' U' L' U' L B' F D2,R2 D2 R2 F' R2 U B D U' L' D R2 F',31
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,U B' D2 L2 B2 D,R D2 B2 D R2 U' L' B D R2 B F' R' F2,L R' D2 B R F' D' F2 R' B' D R,32
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,B D' R2 F L',L' D2 U F2 L' F' D U2 R' U B' R' U B2,L' R' B D' B' L R' D L D' R2,30
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,B2 U' L F R2,U B F2 U2 F L R2 U2 B2 F' L B' R2,F' U' L' F' L U F U L U',28
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,F D2 F2 U R',B L' D F2 R' B2 U2 F R' F D2 B L2 B2,L' R' F D F L2 F' D' F' L2 R F2 L',32
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,L F' R2 D2 B,F' L2 D' F R' U' B2 F' U' B' U' B' R' U2,F' L R B2 L2 U' L R B L2 R2 F' U2 L2,33
