scramble,orientation,step_0,step_1,step_2,total_moves
D2 F2 U2 D' R D2 R2 B2 U2 F B2 D2 B R B F2 U B L2 U D',x2,B' F U2 L D' F U' B' D2 U',U F2 L2 D L2 U' F D2 B R2 B' F2 D2,,23
F2 R D2 U' R F' D2 R' B' R' F' B' L2 U' L U F2 B L B2 R F' R2,x2,D' U B' D R' F U' R2 U' L,D' R F2 R' F2 D2 U' B' R2 B D2 U F2 D,B D' B' D2 B F D' B' D F' D2,35
F2 B L' F2 U' B L' D2 F D' B2 U' D R2 U' L' F L B' D L2 D' U2 F' L,x2,B2 D' L2 D' L D' F D' B2,F D F2 D2 F D F2 R F2 R D2 R2,B D' F D' B2 L2 F U B L2 F2 D',33
U' B D2 L' U' L B' F D R L F' L B2 F2 R' F2 D' L U D2,x2,F2 L U2 F' R B U R B U2,R' F L R2 D' R' D' R D2 B L2 R' F U2 L,U2 B2 R2 F2 D R2 B2 L2 U',34
L D2 L D2 B2 L U D2 F2 D2 F2 U' B' U' F' D U' R' U' B U' L2 U' L,x2,U' L' D' B D' B2 F D' R' D2,U L' D2 U' F U L2 R F2 L F R' F' L U',,25
D' U' B F' R' L2 U2 D' R' B D2 L R2 F L F' L2 B2 L U2 L F' R D' L2,x2,D2 R B L R2 F D2 F2 D' B2,F2 D F2 D R U' R' U2 F D2 U' F D' F' D,U F D F' D' L' F2 R' F L F' R F U',39
U' B R B' U2 F L2 U2 B' R2 F2 U' L2 U' F' R L U' D2 F' B' L,x2,D L2 B2 D' F L' U' B U' B2 U',L' U L F' U' F' R' U' R' F2 D2 F' U R,B R2 D' R' F' R' D' R2 D R2 B' R F R',39
R2 F B L F B2 R2 F2 D R' B2 F D2 F2 B2 U2 D' R' D2 L R U2 L' R2 D2,x2,L F2 L' F L' B' L2 D2 U' F',R' B U F2 R2 F2 R' U B U2 B2 R F,U F D F' D' L' F2 R' F L F' R F U',37
U2 D L2 R F' L' R' B R' D' B2 L D F L D B2 U D' B F',x2,B2 F2 L2 R B' F' U2 R' B' U',F L' F2 L' R2 B U' R B' L2 D' F' D2 R D,B2 F2 U' R B' U R' B2 F2 L D' B L' D,39
R D F2 R B' L' U' D R2 B F' L2 B2 F D' F2 R2 U2 R B F2 D2 R L D2,x2,B L F2 R' D' R2 D B' U' R,R B L' R2 B U B' L B' F2 D F2 L R' D L',D L B F' D' R D B' F L' D2,37
